*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
3.000000	270.048   	3.000000	269.183   	3.000000	267.484   	3.000000	267.484   	3.000000	2.99209   	3.000000	2.17927   	3.000000	3.37925   	3.000000	3.3879    	3.000000	3.40687   	
3.500000	344.438   	3.500000	343.134   	3.500000	341.264   	3.500000	341.264   	3.500000	3.82438   	3.500000	2.71379   	3.500000	4.23249   	3.500000	4.19185   	3.500000	4.26949   	
4.000000	425.587   	4.000000	424.103   	4.000000	422.179   	4.000000	422.179   	4.000000	4.73756   	4.000000	3.2885    	4.000000	5.15876   	4.000000	5.05465   	4.000000	5.20581   	
4.500000	513.314   	4.500000	511.836   	4.500000	509.986   	4.500000	509.986   	4.500000	5.72889   	4.500000	3.90168   	4.500000	6.15539   	4.500000	5.97377   	4.500000	6.21307   	
5.000000	607.467   	5.000000	606.12    	5.000000	604.481   	5.000000	604.481   	5.000000	6.79601   	5.000000	4.55187   	5.000000	7.22008   	5.000000	6.947     	5.000000	7.2889    	
5.500000	707.907   	5.500000	706.768   	5.500000	705.487   	5.500000	705.487   	5.500000	7.93687   	5.500000	5.2378    	5.500000	8.35084   	5.500000	7.97246   	5.500000	8.43126   	
6.000000	814.514   	6.000000	813.618   	6.000000	812.848   	6.000000	812.848   	6.000000	9.14966   	6.000000	5.95835   	6.000000	9.54594   	6.000000	9.04849   	6.000000	9.63834   	
6.500000	927.18    	6.500000	926.526   	6.500000	926.427   	6.500000	926.427   	6.500000	10.4328   	6.500000	6.71255   	6.500000	10.8039   	6.500000	10.1737   	6.500000	10.9086   	
7.000000	1045.8    	7.000000	1045.36   	7.000000	1046.1    	7.000000	1046.1    	7.000000	11.7848   	7.000000	7.4995    	7.000000	12.1232   	7.000000	11.3466   	7.000000	12.2406   	
7.500000	1170.3    	7.500000	1170.01   	7.500000	1171.75   	7.500000	1171.75   	7.500000	13.2043   	7.500000	8.3184    	7.500000	13.5027   	7.500000	12.5662   	7.500000	13.6331   	
8.000000	1300.57   	8.000000	1300.36   	8.000000	1303.29   	8.000000	1303.29   	8.000000	14.6903   	8.000000	9.16856   	8.000000	14.9412   	8.000000	13.8313   	8.000000	15.0848   	
8.500000	1436.55   	8.500000	1436.32   	8.500000	1440.61   	8.500000	1440.61   	8.500000	16.2415   	8.500000	10.0494   	8.500000	16.4377   	8.500000	15.1411   	8.500000	16.5949   	
9.000000	1578.17   	9.000000	1577.8    	9.000000	1583.63   	9.000000	1583.63   	9.000000	17.857    	9.000000	10.9602   	9.000000	17.9913   	9.000000	16.4945   	9.000000	18.1622   	
9.500000	1725.35   	9.500000	1724.71   	9.500000	1732.27   	9.500000	1732.27   	9.500000	19.5357   	9.500000	11.9004   	9.500000	19.601    	9.500000	17.8908   	9.500000	19.7859   	
10.000000	1878.03   	10.000000	1876.94   	10.000000	1886.45   	10.000000	1886.45   	10.000000	21.277    	10.000000	12.8693   	10.000000	21.266    	10.000000	19.3292   	10.000000	21.4651   	
11.000000	2199.67   	11.000000	2194.05   	11.000000	2210.82   	11.000000	2210.82   	11.000000	24.932    	11.000000	14.8942   	11.000000	24.7533   	11.000000	22.325    	11.000000	24.9814   	
12.000000	2542.64   	12.000000	2529.82   	12.000000	2555.87   	12.000000	2555.86   	12.000000	28.8066   	12.000000	17.0557   	12.000000	28.4411   	12.000000	25.4714   	12.000000	28.6989   	
13.000000	2906.52   	13.000000	2884.27   	13.000000	2921.14   	13.000000	2921.12   	13.000000	32.8971   	13.000000	19.3491   	13.000000	32.3233   	13.000000	28.7631   	13.000000	32.6117   	
14.000000	3290.96   	14.000000	3257.36   	14.000000	3306.21   	14.000000	3306.18   	14.000000	37.2      	14.000000	21.7626   	14.000000	36.3948   	14.000000	32.1955   	14.000000	36.7146   	
15.000000	3695.62   	15.000000	3649      	15.000000	3710.7    	15.000000	3710.68   	15.000000	41.712    	15.000000	24.2894   	15.000000	40.6516   	15.000000	35.765    	15.000000	41.0035   	
16.000000	4120.18   	16.000000	4059.1    	16.000000	4134.28   	16.000000	4134.27   	16.000000	46.4296   	16.000000	26.9237   	16.000000	45.0898   	16.000000	39.4684   	16.000000	45.4748   	
17.000000	4564.34   	17.000000	4487.55   	17.000000	4576.62   	17.000000	4576.62   	17.000000	51.3491   	17.000000	29.6592   	17.000000	49.7059   	17.000000	43.3026   	17.000000	50.1248   	
18.000000	5027.84   	18.000000	4934.24   	18.000000	5037.42   	18.000000	5037.46   	18.000000	56.4671   	18.000000	32.4912   	18.000000	54.4967   	18.000000	47.2648   	18.000000	54.9505   	
19.000000	5510.41   	19.000000	5399.04   	19.000000	5516.41   	19.000000	5516.5    	19.000000	61.7811   	19.000000	35.4169   	19.000000	59.4595   	19.000000	51.3528   	19.000000	59.9491   	
20.000000	6011.8    	20.000000	5881.82   	20.000000	6013.34   	20.000000	6013.49   	20.000000	67.2884   	20.000000	38.4336   	20.000000	64.5916   	20.000000	55.5643   	20.000000	65.1183   	
21.000000	6531.8    	21.000000	6382.47   	21.000000	6527.98   	21.000000	6528.2    	21.000000	72.9861   	21.000000	41.5387   	21.000000	69.8905   	21.000000	59.8971   	21.000000	70.4554   	
22.000000	7070.17   	22.000000	6900.85   	22.000000	7060.11   	22.000000	7060.39   	22.000000	78.8719   	22.000000	44.7304   	22.000000	75.3541   	22.000000	64.3496   	22.000000	75.9584   	
23.000000	7626.71   	23.000000	7436.83   	23.000000	7609.51   	23.000000	7609.86   	23.000000	84.9431   	23.000000	48.0067   	23.000000	80.9799   	23.000000	68.9197   	23.000000	81.625    	
24.000000	8201.22   	24.000000	7990.29   	24.000000	8175.94   	24.000000	8176.38   	24.000000	91.1964   	24.000000	51.3647   	24.000000	86.7655   	24.000000	73.6053   	24.000000	87.4528   	
25.000000	8793.51   	25.000000	8561.11   	25.000000	8759.19   	25.000000	8759.77   	25.000000	97.6283   	25.000000	54.8014   	25.000000	92.7083   	25.000000	78.4045   	25.000000	93.4394   	
27.000000	10030.7   	27.000000	9754.32   	27.000000	9975.37   	27.000000	9976.38   	27.000000	111.019   	27.000000	61.9059   	27.000000	105.057   	27.000000	88.3367   	27.000000	105.881   	
29.000000	11336.8   	29.000000	11015.5   	29.000000	11256.8   	29.000000	11258.3   	29.000000	125.102   	29.000000	69.3167   	29.000000	118.012   	29.000000	98.7049   	29.000000	118.935   	
31.000000	12710.7   	31.000000	12343.7   	31.000000	12602.4   	31.000000	12604.5   	31.000000	139.872   	31.000000	77.0307   	31.000000	131.565   	31.000000	109.502   	31.000000	132.596   	
33.000000	14151     	33.000000	13738     	33.000000	14013.6   	33.000000	14016.3   	33.000000	155.39    	33.000000	85.0744   	33.000000	145.74    	33.000000	120.746   	33.000000	146.887   	
35.000000	15656.8   	35.000000	15197.6   	35.000000	15489.8   	35.000000	15493.1   	35.000000	171.652   	35.000000	93.4456   	35.000000	160.536   	35.000000	132.433   	35.000000	161.809   	
38.000000	18035.6   	38.000000	17507.4   	38.000000	17823.7   	38.000000	17827.9   	38.000000	197.389   	38.000000	106.597   	38.000000	183.874   	38.000000	150.779   	38.000000	185.356   	
41.000000	20555.8   	41.000000	19959.4   	41.000000	20297.9   	41.000000	20303.7   	41.000000	224.687   	41.000000	120.422   	41.000000	208.556   	41.000000	170.087   	41.000000	210.273   	
44.000000	23214.2   	44.000000	22550.8   	44.000000	22910.2   	44.000000	22917.5   	44.000000	253.51    	44.000000	134.906   	44.000000	234.558   	44.000000	190.337   	44.000000	236.539   	
47.000000	26008     	47.000000	25279.2   	47.000000	25657.9   	47.000000	25666.7   	47.000000	283.814   	47.000000	150.028   	47.000000	261.851   	47.000000	211.507   	47.000000	264.128   	
50.000000	28934.4   	50.000000	28142.2   	50.000000	28538.4   	50.000000	28548.9   	50.000000	315.559   	50.000000	165.768   	50.000000	290.404   	50.000000	233.576   	50.000000	293.015   	
55.000000	34099.8   	55.000000	33206.5   	55.000000	33628.1   	55.000000	33641.5   	55.000000	371.571   	55.000000	193.333   	55.000000	340.72    	55.000000	272.301   	55.000000	343.972   	
60.000000	39615.8   	60.000000	38627.9   	60.000000	39070.3   	60.000000	39086.6   	60.000000	431.327   	60.000000	222.506   	60.000000	394.341   	60.000000	313.375   	60.000000	398.35    	
65.000000	45472.5   	65.000000	44396.9   	65.000000	44854.5   	65.000000	44874.9   	65.000000	494.656   	65.000000	253.187   	65.000000	451.141   	65.000000	356.708   	65.000000	456.038   	
70.000000	51660.7   	70.000000	50504.2   	70.000000	50972.7   	70.000000	50997.4   	70.000000	561.448   	70.000000	285.349   	70.000000	511.016   	70.000000	402.226   	70.000000	516.945   	
75.000000	58172     	75.000000	56941.4   	75.000000	57416.7   	75.000000	57446     	75.000000	631.583   	75.000000	318.917   	75.000000	573.869   	75.000000	449.859   	75.000000	580.983   	
80.000000	64998.4   	80.000000	63700.1   	80.000000	64178.9   	80.000000	64213     	80.000000	704.943   	80.000000	353.864   	80.000000	639.602   	80.000000	499.542   	80.000000	648.069   	
85.000000	72132.6   	85.000000	70772.7   	85.000000	71251.8   	85.000000	71290.8   	85.000000	781.414   	85.000000	390.15    	85.000000	708.124   	85.000000	551.211   	85.000000	718.121   	
90.000000	79567.5   	90.000000	78151.7   	90.000000	78628.6   	90.000000	78672.5   	90.000000	860.895   	90.000000	427.718   	90.000000	779.349   	90.000000	604.809   	90.000000	791.063   	
95.000000	87296.7   	95.000000	85829.8   	95.000000	86301.6   	95.000000	86351.5   	95.000000	943.254   	95.000000	466.495   	95.000000	853.18    	95.000000	660.269   	95.000000	866.811   	
100.000000	95314     	100.000000	93800.5   	100.000000	94264.6   	100.000000	94321.2   	100.000000	1028.4    	100.000000	506.451   	100.000000	929.538   	100.000000	717.539   	100.000000	945.293   	
105.000000	103613    	105.000000	102057    	105.000000	102512    	105.000000	102576    	105.000000	1116.26   	105.000000	547.588   	105.000000	1008.35   	105.000000	776.573   	105.000000	1026.45   	
110.000000	112190    	110.000000	110593    	110.000000	111038    	110.000000	111109    	110.000000	1206.75   	110.000000	589.872   	110.000000	1089.56   	110.000000	837.323   	110.000000	1110.22   	
115.000000	121037    	115.000000	119403    	115.000000	119837    	115.000000	119915    	115.000000	1299.78   	115.000000	633.263   	115.000000	1173.07   	115.000000	899.743   	115.000000	1196.54   	
120.000000	130151    	120.000000	128480    	120.000000	128903    	120.000000	128989    	120.000000	1395.26   	120.000000	677.701   	120.000000	1258.83   	120.000000	963.788   	120.000000	1285.34   	
125.000000	139526    	125.000000	137819    	125.000000	138232    	125.000000	138325    	125.000000	1493.12   	125.000000	723.159   	125.000000	1346.78   	125.000000	1029.42   	125.000000	1376.58   	
130.000000	149157    	130.000000	147415    	130.000000	147817    	130.000000	147918    	130.000000	1593.27   	130.000000	769.645   	130.000000	1436.83   	130.000000	1096.58   	130.000000	1470.19   	
135.000000	159042    	135.000000	157262    	135.000000	157655    	135.000000	157763    	135.000000	1695.65   	135.000000	817.128   	135.000000	1528.95   	135.000000	1165.26   	135.000000	1566.12   	
140.000000	169174    	140.000000	167356    	140.000000	167739    	140.000000	167856    	140.000000	1800.18   	140.000000	865.551   	140.000000	1623.05   	140.000000	1235.39   	140.000000	1664.31   	
145.000000	179550    	145.000000	177691    	145.000000	178065    	145.000000	178192    	145.000000	1906.76   	145.000000	914.882   	145.000000	1719.08   	145.000000	1306.93   	145.000000	1764.7    	
150.000000	190166    	150.000000	188263    	150.000000	188629    	150.000000	188765    	150.000000	2015.33   	150.000000	965.112   	150.000000	1816.98   	150.000000	1379.86   	150.000000	1867.25   	
155.000000	201172    	155.000000	199066    	155.000000	199426    	155.000000	199573    	155.000000	2125.86   	155.000000	1016.23   	155.000000	1916.71   	155.000000	1454.15   	155.000000	1971.92   	
160.000000	212407    	160.000000	210098    	160.000000	210453    	160.000000	210610    	160.000000	2238.29   	160.000000	1068.2    	160.000000	2018.21   	160.000000	1529.76   	160.000000	2078.65   	
165.000000	223860    	165.000000	221352    	165.000000	221705    	165.000000	221873    	165.000000	2352.54   	165.000000	1121.02   	165.000000	2121.44   	165.000000	1606.66   	165.000000	2187.41   	
170.000000	235529    	170.000000	232825    	170.000000	233179    	170.000000	233357    	170.000000	2468.55   	170.000000	1174.66   	170.000000	2226.34   	170.000000	1684.81   	170.000000	2298.15   	
175.000000	247409    	175.000000	244514    	175.000000	244869    	175.000000	245058    	175.000000	2586.28   	175.000000	1229.07   	175.000000	2332.87   	175.000000	1764.2    	175.000000	2410.82   	
180.000000	259497    	180.000000	256413    	180.000000	256773    	180.000000	256973    	180.000000	2705.67   	180.000000	1284.24   	180.000000	2440.98   	180.000000	1844.78   	180.000000	2525.38   	
185.000000	271788    	185.000000	268520    	185.000000	268887    	185.000000	269098    	185.000000	2826.66   	185.000000	1340.19   	185.000000	2550.62   	185.000000	1926.53   	185.000000	2641.8    	
190.000000	284280    	190.000000	280830    	190.000000	281207    	190.000000	281430    	190.000000	2949.2    	190.000000	1396.87   	190.000000	2661.76   	190.000000	2009.42   	190.000000	2760.03   	
195.000000	296969    	195.000000	293339    	195.000000	293729    	195.000000	293964    	195.000000	3073.24   	195.000000	1454.25   	195.000000	2774.34   	195.000000	2093.42   	195.000000	2880.02   	
200.000000	309852    	200.000000	306045    	200.000000	306451    	200.000000	306697    	200.000000	3198.73   	200.000000	1512.35   	200.000000	2888.34   	200.000000	2178.51   	200.000000	3001.76   	
210.000000	336187    	210.000000	332031    	210.000000	332477    	210.000000	332747    	210.000000	3453.85   	210.000000	1630.61   	210.000000	3120.38   	210.000000	2351.85   	210.000000	3250.27   	
220.000000	363258    	220.000000	358761    	220.000000	359256    	220.000000	359555    	220.000000	3714.13   	220.000000	1751.4    	220.000000	3357.54   	220.000000	2529.2    	220.000000	3505.24   	
230.000000	391045    	230.000000	386211    	230.000000	386768    	230.000000	387096    	230.000000	3979.34   	230.000000	1874.67   	230.000000	3599.58   	230.000000	2710.42   	230.000000	3766.43   	
240.000000	419523    	240.000000	414355    	240.000000	414987    	240.000000	415345    	240.000000	4249.15   	240.000000	2000.32   	240.000000	3846.21   	240.000000	2895.32   	240.000000	4033.59   	
250.000000	448672    	250.000000	443171    	250.000000	443892    	250.000000	444279    	250.000000	4523.24   	250.000000	2128.25   	250.000000	4097.17   	250.000000	3083.74   	250.000000	4306.45   	
260.000000	478472    	260.000000	472637    	260.000000	473460    	260.000000	473877    	260.000000	4801.33   	260.000000	2258.37   	260.000000	4352.22   	260.000000	3275.5    	260.000000	4584.79   	
270.000000	508904    	270.000000	502733    	270.000000	503670    	270.000000	504118    	270.000000	5083.15   	270.000000	2390.59   	270.000000	4611.12   	270.000000	3470.47   	270.000000	4868.38   	
280.000000	539949    	280.000000	533437    	280.000000	534502    	280.000000	534982    	280.000000	5368.44   	280.000000	2524.85   	280.000000	4873.64   	280.000000	3668.49   	280.000000	5156.98   	
290.000000	571590    	290.000000	564733    	290.000000	565938    	290.000000	566450    	290.000000	5656.97   	290.000000	2661      	290.000000	5139.58   	290.000000	3869.42   	290.000000	5450.4    	
300.000000	603809    	300.000000	596600    	300.000000	597957    	300.000000	598502    	300.000000	5948.49   	300.000000	2798.91   	300.000000	5408.73   	300.000000	4073.13   	300.000000	5748.43   	
310.000000	636592    	310.000000	629021    	310.000000	630540    	310.000000	631121    	310.000000	6242.7    	310.000000	2938.58   	310.000000	5680.85   	310.000000	4279.46   	310.000000	6050.83   	
320.000000	669921    	320.000000	661981    	320.000000	663670    	320.000000	664290    	320.000000	6539.45   	320.000000	3079.92   	320.000000	5955.81   	320.000000	4488.31   	320.000000	6357.45   	
330.000000	703783    	330.000000	695462    	330.000000	697334    	330.000000	697992    	330.000000	6838.6    	330.000000	3222.81   	330.000000	6233.43   	330.000000	4699.58   	330.000000	6668.13   	
340.000000	738162    	340.000000	729450    	340.000000	731515    	340.000000	732212    	340.000000	7139.95   	340.000000	3367.19   	340.000000	6513.54   	340.000000	4913.14   	340.000000	6982.68   	
350.000000	773046    	350.000000	763929    	350.000000	766197    	350.000000	766933    	350.000000	7443.33   	350.000000	3513.12   	350.000000	6796      	350.000000	5128.9    	350.000000	7300.95   	
360.000000	808421    	360.000000	798885    	360.000000	801367    	360.000000	802143    	360.000000	7748.57   	360.000000	3660.56   	360.000000	7080.65   	360.000000	5346.75   	360.000000	7622.78   	
370.000000	844273    	370.000000	834305    	370.000000	837009    	370.000000	837825    	370.000000	8055.52   	370.000000	3809.37   	370.000000	7367.35   	370.000000	5566.59   	370.000000	7948.03   	
380.000000	880591    	380.000000	870175    	380.000000	873110    	380.000000	873966    	380.000000	8364.03   	380.000000	3959.47   	380.000000	7655.97   	380.000000	5788.33   	380.000000	8276.53   	
390.000000	917363    	390.000000	906483    	390.000000	909657    	390.000000	910554    	390.000000	8673.95   	390.000000	4110.83   	390.000000	7946.37   	390.000000	6011.88   	390.000000	8608.15   	
400.000000	954577    	400.000000	943216    	400.000000	946637    	400.000000	947575    	400.000000	8985.16   	400.000000	4263.42   	400.000000	8238.44   	400.000000	6237.15   	400.000000	8942.77   	
410.000000	992221    	410.000000	980363    	410.000000	984037    	410.000000	985017    	410.000000	9297.52   	410.000000	4417.2    	410.000000	8532.05   	410.000000	6464.07   	410.000000	9280.24   	
420.000000	1.03029e+06	420.000000	1.01791e+06	420.000000	1.02185e+06	420.000000	1.02287e+06	420.000000	9610.92   	420.000000	4572.06   	420.000000	8827.09   	420.000000	6692.54   	420.000000	9620.44   	
430.000000	1.06876e+06	430.000000	1.05585e+06	430.000000	1.06005e+06	430.000000	1.06112e+06	430.000000	9925.24   	430.000000	4727.91   	430.000000	9123.47   	430.000000	6922.49   	430.000000	9963.25   	
440.000000	1.10763e+06	440.000000	1.09417e+06	440.000000	1.09865e+06	440.000000	1.09975e+06	440.000000	10240.4   	440.000000	4884.76   	440.000000	9421.07   	440.000000	7153.85   	440.000000	10308.6   	
450.000000	1.1469e+06	450.000000	1.13287e+06	450.000000	1.13761e+06	450.000000	1.13876e+06	450.000000	10556.3   	450.000000	5042.64   	450.000000	9719.81   	450.000000	7386.56   	450.000000	10656.3   	
460.000000	1.18654e+06	460.000000	1.17192e+06	460.000000	1.17695e+06	460.000000	1.17814e+06	460.000000	10872.7   	460.000000	5201.54   	460.000000	10019.6   	460.000000	7620.53   	460.000000	11006.2   	
