# Fitting the markers with func = [0]/x + pol6
# TeleNo     ParticleNo       Z         A          a0             a1             a2           a3             a4             a5             a6             a7
   24              1         1         2        194.336        11.5547     -0.0305009    3.48863e-05    -1.3498e-08   -4.51303e-12    4.85581e-15   -1.00384e-18
   24              2         1         3        437.404        10.6969     -0.0196937    1.56237e-05   -3.99385e-09   -1.20143e-12    8.26301e-16   -1.19841e-19
   24              3         2         3        522.958        27.3211     -0.0352709    2.55264e-05   -7.59893e-09   -8.23966e-13    9.55227e-16   -1.47222e-19
   24              4         2         4        1054.08         26.584     -0.0261952    1.45882e-05   -3.33594e-09   -2.86564e-13    2.51338e-16   -2.97392e-20
   24              5         2         6        1066.87        33.2284      -0.030974    1.69588e-05   -3.89884e-09   -2.92813e-13    2.78375e-16   -3.31636e-20
   24              6         3         6        1310.38        55.4121     -0.0431175    2.16462e-05   -4.71663e-09   -3.85846e-13    3.37381e-16   -3.93468e-20
   24              7         3         7        1471.98        58.9662      -0.044495     2.2258e-05   -4.91342e-09   -3.41315e-13    3.27351e-16   -3.80929e-20
   24              8         3         8        1240.55         65.107     -0.0519765    2.78906e-05   -6.53249e-09   -4.62639e-13    4.64535e-16   -5.53494e-20
   24              9         3         9        1597.19        65.8905     -0.0480326     2.3884e-05   -5.27866e-09    -3.5993e-13    3.48784e-16   -4.03504e-20
   24             10         4         7        1425.57        85.9101     -0.0609981    3.04241e-05   -5.60687e-09   -1.66091e-12    8.39105e-16   -9.03075e-20
   24             11         4         9        1949.62         93.649     -0.0625862    3.23594e-05   -7.63572e-09   -1.07599e-12    8.95235e-16   -1.21612e-19
   24             12         4        10        1960.05        99.0387     -0.0659514    3.38103e-05   -8.09186e-09   -6.47996e-13    6.80015e-16   -8.86309e-20
   24             13         5        10        3685.35        117.249     -0.0458501    4.44148e-06    5.01669e-09    -6.9988e-13   -7.53069e-16    1.88038e-19
   24             14         5        11        3521.44        123.507     -0.0486766    5.82977e-06    4.29459e-09   -6.88755e-13   -5.47091e-16    1.32166e-19
   24             15         5        12        5463.64        121.648      -0.041154    1.97259e-06    4.32665e-09   -3.43261e-13    -5.6736e-16    1.20905e-19
   25              0         1         1       -96.1438        12.2073     -0.0464993    7.74182e-05    -4.5686e-08   -1.45595e-11    2.62987e-14   -7.65965e-18
   25              1         1         2        305.585        9.90557     -0.0230591    2.36274e-05   -8.21594e-09   -2.30537e-12    2.23654e-15    -4.0715e-19
   25              2         1         3        414.352        10.4381     -0.0173052    1.28225e-05   -3.35922e-09   -6.22669e-13    4.87962e-16   -6.87488e-20
   25              3         2         3        690.908        25.0339     -0.0258973    1.48348e-05   -3.42184e-09   -3.79224e-13    3.08223e-16   -3.81924e-20
   25              4         2         4        752.399        28.0333     -0.0258913    1.34442e-05   -2.85592e-09   -2.36376e-13     1.8937e-16   -2.07425e-20
   25              5         2         6        954.985        33.6577     -0.0290696    1.49388e-05   -3.21354e-09   -2.39231e-13    2.06329e-16   -2.29962e-20
   25              6         3         6        1074.87        56.4082     -0.0417524    2.05767e-05   -4.43211e-09   -3.25371e-13    2.88146e-16   -3.23509e-20
   25              7         3         7        1023.15        61.2706     -0.0450302    2.23558e-05   -4.96367e-09   -2.61199e-13     2.9255e-16    -3.3764e-20
   25              8         3         8        1146.98        64.8169     -0.0469392    2.32544e-05   -4.99307e-09   -3.95968e-13    3.33069e-16   -3.71206e-20
   25              9         3         9         1231.9        68.0607     -0.0484773    2.46159e-05   -5.64862e-09   -3.65675e-13    3.83306e-16   -4.56419e-20
   25             10         4         7        1255.38        86.6192     -0.0579319     2.9561e-05   -6.89504e-09   -8.54137e-13    7.39604e-16   -9.98173e-20
   25             11         4         9        1818.67        92.8576     -0.0526431    2.18764e-05   -3.95927e-09   -4.61541e-13    2.79358e-16    -2.8407e-20
   25             12         4        10        1873.71        97.9895     -0.0559743    2.42872e-05   -4.80464e-09   -4.15638e-13    3.17372e-16   -3.43912e-20
   25             13         5        10       -2546.74        151.331      -0.104611    5.55454e-05   -1.22014e-08   -2.49678e-12    1.68962e-15   -2.21579e-19
   25             14         5        11       -1562.89        148.847     -0.0893811    4.06012e-05   -7.00462e-09    -1.9708e-12    9.99693e-16   -1.13864e-19
   25             15         5        12        4767.91        124.527     -0.0391523    3.81438e-07    4.44837e-09   -1.39646e-13   -5.78548e-16    1.08611e-19
   26              0         1         1       -106.524        12.6748     -0.0456473    6.99702e-05   -3.87286e-08   -8.45563e-12    1.59139e-14   -4.19224e-18
   26              1         1         2        279.423        10.9355     -0.0260192    2.68679e-05   -9.48561e-09   -2.59915e-12    2.57341e-15   -4.71001e-19
   26              2         1         3        401.135         10.992     -0.0178846    1.27481e-05    -3.1812e-09   -5.43566e-13    4.00961e-16    -5.2752e-20
   26              3         2         3        963.088        24.7996     -0.0255741    1.50028e-05   -3.61969e-09   -4.09177e-13    3.59206e-16   -4.74479e-20
   26              4         2         4        738.712          29.59     -0.0287358    1.55967e-05   -3.48242e-09   -2.48137e-13    2.26807e-16   -2.56786e-20
   26              5         2         6        890.218        35.4592     -0.0314483    1.62035e-05   -3.42865e-09     -2.677e-13    2.15734e-16   -2.32343e-20
   26              6         3         6        1108.18        57.9046      -0.042247    2.01155e-05   -4.15916e-09   -3.38641e-13    2.76647e-16   -3.10733e-20
   26              7         3         7        1376.27        60.5148     -0.0408605      1.836e-05   -3.63196e-09   -2.68621e-13    2.15956e-16   -2.31843e-20
   26              8         3         8         1111.8        67.5661     -0.0505365    2.60902e-05   -6.00533e-09   -3.22375e-13    3.68207e-16   -4.29112e-20
   26              9         3         9        1506.93        69.4028     -0.0503959    2.64781e-05   -6.35015e-09   -3.52385e-13     4.2793e-16    -5.2383e-20
   26             10         4         7        1287.68        88.7803      -0.057641    2.79077e-05   -6.32097e-09   -5.50109e-13    5.20092e-16   -6.50015e-20
   26             11         4         9        2649.23        88.5958     -0.0372837    6.96968e-06    1.00118e-09   -3.06638e-13   -8.47107e-17    2.00001e-20
   26             12         4        10        1914.38         100.65     -0.0579533    2.54027e-05   -5.05267e-09   -4.48769e-13    3.42318e-16   -3.75449e-20
   26             13         5        10        427.372        133.328     -0.0582128    9.79876e-06    4.80031e-09   -1.08152e-12    -6.8286e-16    1.83611e-19
   26             14         5        11       -6349.21        175.765      -0.133516    7.39102e-05   -1.48769e-08   -4.67155e-12    2.63361e-15   -3.28544e-19
   26             15         5        12        5656.96        122.129      -0.032817   -1.19713e-06      3.598e-09   -2.75003e-14   -4.24214e-16    7.61432e-20
   27              0         1         1        402.171        1.74939    -0.00372827    2.61234e-06    1.53212e-09   -1.43557e-12   -1.47691e-15    1.11345e-18
   27              1         1         2        463.657        3.23739    -0.00488313    2.29366e-06    1.22281e-09   -7.13915e-13   -6.15713e-16    3.22584e-19
   27              2         1         3        523.841         4.1246    -0.00511606    2.08952e-06     6.3625e-10   -3.52023e-13   -2.02772e-16    8.58824e-20
   27              3         2         3        522.945        16.5022     -0.0225398    1.72195e-05   -5.30167e-09   -6.12898e-13    7.07571e-16   -1.10365e-19
   27              4         2         4        638.743        17.8744     -0.0205117    1.32944e-05   -3.55248e-09   -2.86528e-13    3.20535e-16   -4.30477e-20
   27              5         2         6        744.479        21.4273     -0.0214518    1.21334e-05   -2.80266e-09   -2.03728e-13    1.89838e-16    -2.1749e-20
   27              6         3         6        1101.21        35.9727     -0.0326783    2.00478e-05    -5.3531e-09   -7.50319e-13     7.2128e-16   -1.08606e-19
   27              7         3         7         843.36        40.7461     -0.0383684    2.36605e-05   -6.12027e-09   -7.34038e-13    6.77163e-16   -9.30424e-20
   27              8         3         8        1247.15        41.1187      -0.035915    2.14601e-05    -5.5759e-09   -6.33794e-13    6.17555e-16   -8.63717e-20
   27              9         3         9        1415.22        42.4834     -0.0354833    2.06837e-05   -5.35152e-09   -5.76131e-13    5.84366e-16   -8.27712e-20
   27             10         4         7        663.582         62.256     -0.0631048     4.7385e-05   -1.40843e-08   -4.61757e-12    3.95701e-15   -6.85975e-19
   27             11         4         9        227.883        73.3366     -0.0788645    6.56846e-05   -2.41119e-08   -4.38964e-12    5.67035e-15   -1.11204e-18
   27             12         4        10        248.834        76.4017     -0.0787554    6.01282e-05   -1.92533e-08   -3.82765e-12    3.97978e-15    -6.9472e-19
   27             13         5        10        10995.7        46.5629     0.00282281   -7.17459e-06     -1.431e-09    1.07427e-12    6.10395e-16   -2.43059e-19   
   27             14         5        11       -13025.3        125.215     -0.0700149    1.77394e-06    1.50031e-08   -5.33617e-13   -3.44778e-15    8.39321e-19
   28              0         1         1        435.966        1.63292    -0.00373556    2.35607e-06    3.15197e-09    -2.3634e-12   -4.36269e-15    3.67996e-18
   28              1         1         2        353.492        4.77436    -0.00973934    5.62533e-06    5.52832e-09   -3.58346e-12   -5.30989e-15    3.61538e-18
   28              2         1         3        427.583        5.33633    -0.00792098    3.69736e-06    1.45644e-09   -8.92587e-13   -6.16988e-16    3.05336e-19
   28              3         2         3        468.113        17.9732     -0.0242274    1.78198e-05   -4.96049e-09   -1.07578e-12    8.99448e-16    -1.3921e-19
   28              4         2         4         643.71        18.9688     -0.0212131    1.30606e-05   -3.25049e-09   -3.33315e-13    3.07876e-16   -4.04831e-20
   28              5         2         6         682.01        23.0944     -0.0230378    1.29322e-05   -3.05057e-09   -2.06892e-13    2.12316e-16   -2.53094e-20
   28              6         3         6        779.996        40.1135     -0.0361524    2.10391e-05    -5.3109e-09   -5.15658e-13    5.13066e-16   -6.91182e-20
   28              7         3         7        851.322        42.5448     -0.0359324    1.97083e-05   -4.66848e-09   -4.94497e-13    4.40981e-16   -5.73641e-20
   28              8         3         8        792.306        46.0003     -0.0390696    2.17109e-05   -5.21128e-09   -5.24089e-13    4.85524e-16   -6.36802e-20
   28              9         3         9        1076.62        47.1762     -0.0381734    2.06189e-05   -4.80544e-09     -5.175e-13    4.42885e-16   -5.59973e-20
   28             10         4         7        539.702         64.904     -0.0568812    3.68629e-05   -1.09504e-08   -1.80532e-12    2.01745e-15   -3.57926e-19
   28             11         4         9       -557.449        79.4203     -0.0758734    5.16056e-05   -1.47154e-08   -2.64171e-12      2.462e-15   -3.87627e-19
   28             12         4        10        399.218        76.5809     -0.0637637    3.96966e-05   -1.03878e-08   -2.27419e-12    1.85435e-15   -2.81724e-19
   28             13         5        10          12043        46.9707     0.00672119   -7.13742e-06    -2.4062e-09    9.06741e-13     7.7148e-16   -2.49708e-19  
   28             14         5        11        4301.44        62.0092     0.00464338   -1.03355e-05    -2.4979e-09    1.54525e-12    9.72882e-16   -3.67484e-19
   29              0         1         1        521.715       0.811098   -0.000799163    -5.1836e-07     3.5667e-10    6.08321e-13    2.46389e-16   -4.28822e-19
   29              1         1         2        511.608        3.23932    -0.00516227    2.29696e-06    1.63487e-09   -8.02177e-13   -8.84753e-16    4.56107e-19
   29              2         1         3        582.489        4.17073    -0.00563527    2.29102e-06    1.24493e-09   -6.08545e-13   -5.16323e-16    2.44345e-19
   29              3         2         3        458.232        18.0608     -0.0276185    2.40588e-05   -8.35893e-09   -1.52342e-12    1.75784e-15   -3.19797e-19
   29              4         2         4         562.29        19.7833     -0.0268329    2.07241e-05   -6.49905e-09   -7.87992e-13    9.24301e-16   -1.48519e-19
   29              5         2         6        701.448         23.115     -0.0271423    1.86183e-05   -5.34113e-09   -6.40016e-13    6.86041e-16   -1.04051e-19
   29              6         3         6        912.944        39.3927      -0.042397    3.18856e-05   -1.05393e-08   -1.87057e-12    2.19644e-15    -4.0623e-19
   29              7         3         7         982.28        41.7928     -0.0429476    3.07736e-05   -9.66875e-09   -1.60435e-12    1.81604e-15   -3.21173e-19
   29              8         3         8        962.693        45.7212     -0.0491277    3.72655e-05   -1.17154e-08   -3.27638e-12    3.24954e-15   -6.16078e-19
   29              9         3         9        1413.77        45.8226     -0.0473284    3.77417e-05   -1.38058e-08    -2.5057e-12    3.41854e-15   -7.01454e-19
   29             10         4         7        1491.35        56.2668     -0.0412807    9.51569e-06    1.67006e-08   -5.61806e-12   -1.03815e-14    5.41742e-18
   29             11         4         9        498.594        70.3084     -0.0574064    1.67603e-05    1.66301e-08   -5.97375e-12    -8.1968e-15    3.86237e-18
   29             12         4        10        875.282        71.0085     -0.0530735    1.04777e-05    1.93484e-08   -4.47436e-12   -9.86803e-15    4.25153e-18
   29             13         5        11        8.17487        68.1218      0.0124782   -2.41687e-05   -1.28627e-08     7.6062e-12    1.04617e-14   -5.37695e-18
   30              0         1         1        198.557        3.10061    -0.00733738    5.20838e-06    3.57118e-09   -3.09228e-12   -3.59722e-15    2.67167e-18
   30              1         1         2        236.364        4.82507    -0.00926221    5.77669e-06    2.82671e-09   -2.40984e-12   -2.16498e-15    1.44559e-18
   30              2         1         3        338.839         5.1433    -0.00729403    3.44169e-06    9.82732e-10   -6.59414e-13   -3.64619e-16    1.69799e-19
   30              3         2         3        315.988        17.5722     -0.0239029     1.8169e-05   -5.75146e-09   -4.62333e-13    6.75508e-16   -1.07037e-19
   30              4         2         4        357.415        19.6415     -0.0233467    1.52074e-05   -4.06489e-09   -2.34648e-13     3.0978e-16   -4.05139e-20
   30              5         2         6        373.251        23.8842      -0.025064     1.4827e-05    -3.6804e-09   -1.53746e-13    2.20128e-16   -2.63021e-20
   30              6         3         6        629.901        38.9139     -0.0353621    2.08015e-05   -5.25801e-09   -4.99986e-13    4.98875e-16   -6.68957e-20
   30              7         3         7        605.086        41.7732     -0.0361021     2.0012e-05   -4.79002e-09    -3.7607e-13    3.79256e-16   -4.78821e-20
   30              8         3         8        598.318        45.0503      -0.040221    2.37408e-05   -6.08832e-09   -4.34407e-13    4.97007e-16     -6.469e-20
   30              9         3         9        815.245        45.6927      -0.036459    1.89497e-05   -4.19067e-09   -3.31167e-13    2.88467e-16   -3.28263e-20
   30             10         4         7        542.819        62.0836     -0.0534524    3.24894e-05   -8.21238e-09   -1.47195e-12    1.20997e-15   -1.78669e-19
   30             11         4         9        552.108        68.6124     -0.0544654    3.13486e-05   -7.62042e-09    -1.3579e-12    1.06309e-15   -1.48817e-19
   30             12         4        10        452.609        72.4893     -0.0572805    3.37221e-05   -8.45688e-09   -1.47239e-12    1.18659e-15   -1.66586e-19
   30             13         5        10          10120        48.9316     0.00595012   -8.42379e-06    -2.4877e-09    1.32164e-12    9.77141e-16   -3.65904e-19
   30             14         5        11        11713.9        50.7012     0.00262884   -6.50204e-06   -1.11244e-09    8.24376e-13     4.0775e-16   -1.54098e-19
   33              0         1         1        507.903       0.598081   -0.000561638   -4.28844e-07    2.64082e-10    5.27698e-13    2.36984e-16   -4.38686e-19
   33              1         1         2         512.92        2.66064     -0.0039917    1.70435e-06    1.15828e-09   -5.39446e-13   -5.77035e-16    2.81357e-19
   33              2         1         3        592.511        3.49196     -0.0044026    1.83445e-06    5.19529e-10   -3.01286e-13   -1.60484e-16    6.80939e-20
   33              3         2         3        616.921        15.7844     -0.0239376    2.05465e-05   -7.12367e-09   -9.25901e-13    1.19892e-15   -2.09683e-19
   33              4         2         4        716.804        17.0991     -0.0213972    1.49592e-05   -4.22886e-09   -4.22413e-13    4.59166e-16   -6.54327e-20
   33              5         2         6        957.339         19.727     -0.0216044    1.40521e-05    -3.7425e-09   -4.38817e-13    4.14623e-16   -5.68685e-20
   33              6         3         6        845.781        37.5487     -0.0403655    2.73785e-05   -7.76995e-09   -8.74025e-13    9.33019e-16   -1.37534e-19
   33              7         3         7        1055.16        39.1974     -0.0402167    2.67198e-05   -7.41834e-09   -9.35291e-13    9.26971e-16   -1.35107e-19
   33              8         3         8        1276.91          40.23     -0.0379727    2.34469e-05   -6.09412e-09   -7.67009e-13    7.11939e-16   -1.00241e-19
   33              9         3         9        1704.68         39.601     -0.0321638    1.66487e-05   -3.21127e-09   -7.85942e-13    4.40445e-16   -5.24027e-20
   33             10         4         7        873.609        60.1304      -0.064928    5.06506e-05   -1.64755e-08    -3.8747e-12    3.97637e-15    -7.2745e-19
   33             11         4         9        666.303        69.0138     -0.0739832     5.7693e-05   -1.92779e-08   -3.59451e-12    4.13021e-15   -7.64461e-19
   33             12         4        10        861.776        71.8849     -0.0767457    6.00192e-05   -1.91652e-08   -4.86651e-12    4.77536e-15   -8.62057e-19
   33             13         5        10        5984.91         53.548     0.00435139   -1.60015e-05   -4.53264e-09    4.70711e-12    3.72428e-15   -2.07347e-18
   33             14         5        11       -2605.45        95.5172     -0.0508626   -3.97508e-07     1.4101e-08   -3.38608e-13   -4.24155e-15    1.16666e-18
   34              0         1         1        313.951        2.01612    -0.00408938    1.98048e-06    2.66632e-09   -1.26882e-12   -2.62134e-15    1.79455e-18
   34              1         1         2        350.365        3.76384    -0.00614805    3.10425e-06    1.51967e-09    -9.4395e-13    -8.0224e-16    4.24705e-19
   34              2         1         3        398.314        4.72736    -0.00666914    3.16658e-06    8.61582e-10   -6.02116e-13   -3.26561e-16     1.5513e-19
   34              3         2         3        199.696        19.0483     -0.0312676    2.86367e-05   -1.05653e-08    -1.3707e-12    1.93758e-15   -3.58701e-19
   34              4         2         4        473.259        18.2671     -0.0213015    1.37077e-05   -3.60113e-09   -2.48581e-13    2.86462e-16   -3.67213e-20
   34              5         2         6         557.46        22.3921     -0.0254655    1.71532e-05   -4.85339e-09   -4.07329e-13    4.90608e-16   -6.99225e-20
   34              6         3         6        632.572        38.4887     -0.0383807     2.4888e-05   -6.78355e-09   -8.69059e-13    8.41366e-16   -1.21765e-19
   34              7         3         7        589.526        41.9855     -0.0417051    2.70524e-05   -7.52774e-09   -6.55434e-13    7.63862e-16   -1.08305e-19
   34              8         3         8        903.718         42.183     -0.0367762    2.09799e-05   -5.04286e-09   -5.56943e-13    4.79436e-16   -6.10012e-20
   34              9         3         9        930.565        44.9556     -0.0400792    2.38026e-05   -6.05899e-09   -5.46304e-13    5.54278e-16   -7.32231e-20
   34             10         4         7        456.676        62.2941     -0.0622126    4.67334e-05    -1.5819e-08   -2.48964e-12    3.15385e-15   -5.88763e-19
   34             11         4         9        227.289        70.5393     -0.0665447     4.5428e-05    -1.3424e-08   -1.92817e-12    2.04225e-15   -3.27286e-19
   34             12         4        10          936.6        68.7318     -0.0561388    3.34311e-05   -8.18508e-09   -1.87489e-12    1.40855e-15   -2.04617e-19
   34             13         5        10       -5254.02        98.0248     -0.0467132   -2.06836e-06    1.07643e-08    1.93921e-13   -2.55257e-15    5.83582e-19
   34             14         5        11       -3942.91        94.0219      -0.039241   -1.37572e-06    7.00692e-09    1.17816e-13   -1.38738e-15    2.93528e-19
   35              0         1         1        509.648        1.16996    -0.00233183    1.47845e-06    1.22565e-09   -1.05725e-12   -1.24648e-15    1.01462e-18
   35              1         1         2        503.355        3.35662    -0.00527079    2.54741e-06    1.10743e-09   -6.72751e-13   -4.98845e-16     2.4822e-19
   35              2         1         3        594.501        4.13857    -0.00531198    2.26691e-06    6.14927e-10   -3.72871e-13    -2.0405e-16    8.90023e-20
   35              3         2         3        580.537        16.9487     -0.0231904    1.82121e-05   -5.82776e-09   -9.77106e-13    1.07512e-15   -1.85865e-19
   35              4         2         4        826.575        17.5741      -0.019405    1.18825e-05   -2.84888e-09   -3.84246e-13    3.00072e-16   -3.82153e-20
   35              5         2         6        711.752        23.5294     -0.0273137    1.90003e-05   -5.56037e-09   -5.56945e-13    6.54678e-16    -9.8326e-20
   35              6         3         6        876.399        39.0913     -0.0366816    2.19574e-05   -5.22288e-09   -1.09868e-12    7.89728e-16   -1.07912e-19
   35              7         3         7        960.312        42.1752     -0.0399624    2.52586e-05   -6.91143e-09   -8.25042e-13    8.49416e-16   -1.25527e-19
   35              8         3         8         1054.3        44.0966     -0.0390372    2.28709e-05   -5.52447e-09   -9.91118e-13    7.68078e-16   -1.06963e-19
   35              9         3         9         921.27        48.9296     -0.0488339    3.37684e-05   -9.83039e-09   -1.55829e-12    1.52374e-15   -2.36139e-19
   35             10         4         7        1254.65        57.7545     -0.0391676    1.01844e-05    5.98716e-09   -1.93824e-12   -1.75174e-15    6.49096e-19
   35             11         4         9        1668.29        62.5044     -0.0383304    8.09606e-06    7.02705e-09   -1.99715e-12   -2.10763e-15    7.91145e-19
   35             12         4        10        2625.68         60.735     -0.0318046    4.70103e-06    5.76391e-09   -1.18121e-12   -1.56874e-15    5.29586e-19
   35             13         5        10        10408.3        47.9439     0.00854738   -1.14768e-05   -4.75975e-09    2.81846e-12    2.80641e-15   -1.31707e-18  
   35             14         5        11        3466.67        62.9501     0.00570458   -1.47823e-05   -4.31088e-09    3.32434e-12    2.55442e-15   -1.21407e-18

