*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
540.000000	0.0124956 	540.000000	0.0127855 	540.000000	0.0125859 	540.000000	0.0125199 	540.000000	0.0127827 	540.000000	2.76963e-06
560.000000	0.0123103 	560.000000	0.0126079 	560.000000	0.0124131 	560.000000	0.0123475 	560.000000	0.0126052 	560.000000	2.67805e-06
580.000000	0.0121383 	580.000000	0.0124433 	580.000000	0.0122524 	580.000000	0.012188  	580.000000	0.0124407 	580.000000	2.59254e-06
600.000000	0.0119783 	600.000000	0.0122905 	600.000000	0.0121038 	600.000000	0.01204   	600.000000	0.012288  	600.000000	2.5125e-06
620.000000	0.0118292 	620.000000	0.0121484 	620.000000	0.0119663 	620.000000	0.0119025 	620.000000	0.0121459 	620.000000	2.43743e-06
640.000000	0.0116901 	640.000000	0.0120159 	640.000000	0.0118383 	640.000000	0.0117744 	640.000000	0.0120135 	640.000000	2.36686e-06
660.000000	0.0115601 	660.000000	0.0118922 	660.000000	0.0117185 	660.000000	0.011655  	660.000000	0.0118899 	660.000000	2.3004e-06
680.000000	0.0114384 	680.000000	0.0117767 	680.000000	0.0116061 	680.000000	0.0115434 	680.000000	0.0117744 	680.000000	2.2377e-06
700.000000	0.0113243 	700.000000	0.0116685 	700.000000	0.0115011 	700.000000	0.0114391 	700.000000	0.0116663 	700.000000	2.17844e-06
720.000000	0.0112173 	720.000000	0.0115671 	720.000000	0.0114031 	720.000000	0.0113413 	720.000000	0.0115649 	720.000000	2.12235e-06
740.000000	0.0111168 	740.000000	0.0114719 	740.000000	0.0113114 	740.000000	0.0112495 	740.000000	0.0114698 	740.000000	2.06917e-06
760.000000	0.0110223 	760.000000	0.0113825 	760.000000	0.0112253 	760.000000	0.0111634 	760.000000	0.0113805 	760.000000	2.01868e-06
780.000000	0.0109334 	780.000000	0.0112985 	780.000000	0.0111441 	780.000000	0.0110823 	780.000000	0.0112965 	780.000000	1.97068e-06
800.000000	0.0108497 	800.000000	0.0112194 	800.000000	0.0110673 	800.000000	0.011006  	800.000000	0.0112175 	800.000000	1.92499e-06
820.000000	0.0107709 	820.000000	0.0111449 	820.000000	0.0109951 	820.000000	0.0109345 	820.000000	0.011143  	820.000000	1.88144e-06
840.000000	0.0106965 	840.000000	0.0110747 	840.000000	0.0109289 	840.000000	0.0108687 	840.000000	0.0110729 	840.000000	1.83988e-06
860.000000	0.0106264 	860.000000	0.0110085 	860.000000	0.0108667 	860.000000	0.0108066 	860.000000	0.0110067 	860.000000	1.80018e-06
880.000000	0.0105601 	880.000000	0.010946  	880.000000	0.010808  	880.000000	0.0107479 	880.000000	0.0109442 	880.000000	1.76222e-06
900.000000	0.0104976 	900.000000	0.0108869 	900.000000	0.0107523 	900.000000	0.0106924 	900.000000	0.0108852 	900.000000	1.72588e-06
920.000000	0.0104385 	920.000000	0.0108312 	920.000000	0.0106994 	920.000000	0.0106399 	920.000000	0.0108295 	920.000000	1.69106e-06
940.000000	0.0103827 	940.000000	0.0107784 	940.000000	0.0106492 	940.000000	0.0105902 	940.000000	0.0107768 	940.000000	1.65766e-06
960.000000	0.01033   	960.000000	0.0107286 	960.000000	0.0106017 	960.000000	0.0105431 	960.000000	0.010727  	960.000000	1.62561e-06
980.000000	0.0102801 	980.000000	0.0106814 	980.000000	0.0105569 	980.000000	0.0104984 	980.000000	0.0106798 	980.000000	1.59481e-06
1000.000000	0.010233  	1000.000000	0.0106368 	1000.000000	0.0105145 	1000.000000	0.0104561 	1000.000000	0.0106352 	1000.000000	1.56519e-06
1020.000000	0.0101884 	1020.000000	0.0105946 	1020.000000	0.0104744 	1020.000000	0.0104159 	1020.000000	0.010593  	1020.000000	1.53669e-06
1040.000000	0.0101463 	1040.000000	0.0105546 	1040.000000	0.0104363 	1040.000000	0.0103778 	1040.000000	0.0105531 	1040.000000	1.50925e-06
1060.000000	0.0101064 	1060.000000	0.0105167 	1060.000000	0.0104001 	1060.000000	0.0103415 	1060.000000	0.0105153 	1060.000000	1.4828e-06
1080.000000	0.0100688 	1080.000000	0.0104809 	1080.000000	0.0103656 	1080.000000	0.0103071 	1080.000000	0.0104795 	1080.000000	1.4573e-06
1100.000000	0.0100332 	1100.000000	0.010447  	1100.000000	0.0103327 	1100.000000	0.0102743 	1100.000000	0.0104456 	1100.000000	1.43269e-06
1120.000000	0.0099996 	1120.000000	0.0104149 	1120.000000	0.0103014 	1120.000000	0.0102432 	1120.000000	0.0104135 	1120.000000	1.40892e-06
1140.000000	0.00996787	1140.000000	0.0103845 	1140.000000	0.0102715 	1140.000000	0.0102136 	1140.000000	0.0103831 	1140.000000	1.38596e-06
1160.000000	0.00993791	1160.000000	0.0103557 	1160.000000	0.0102429 	1160.000000	0.0101854 	1160.000000	0.0103543 	1160.000000	1.36375e-06
1180.000000	0.00990965	1180.000000	0.0103285 	1180.000000	0.0102158 	1180.000000	0.0101585 	1180.000000	0.0103271 	1180.000000	1.34227e-06
1200.000000	0.00988301	1200.000000	0.0103027 	1200.000000	0.01019   	1200.000000	0.010133  	1200.000000	0.0103014 	1200.000000	1.32148e-06
1220.000000	0.00985791	1220.000000	0.0102783 	1220.000000	0.0101656 	1220.000000	0.0101086 	1220.000000	0.010277  	1220.000000	1.30135e-06
1240.000000	0.00983428	1240.000000	0.0102553 	1240.000000	0.0101424 	1240.000000	0.0100854 	1240.000000	0.010254  	1240.000000	1.28184e-06
1260.000000	0.00981206	1260.000000	0.0102335 	1260.000000	0.0101203 	1260.000000	0.0100633 	1260.000000	0.0102323 	1260.000000	1.26293e-06
1280.000000	0.00979118	1280.000000	0.010213  	1280.000000	0.0100992 	1280.000000	0.0100423 	1280.000000	0.0102118 	1280.000000	1.24459e-06
1300.000000	0.00977159	1300.000000	0.0101936 	1300.000000	0.0100791 	1300.000000	0.0100222 	1300.000000	0.0101924 	1300.000000	1.22679e-06
