*EntryIndex         SSDNum     CHNum   ECh_Cut       ECh
1910600              1         6    80.145       569
1910600              2         4   96.9622       440
1910600              2         5    79.497       975
1910700              3        12   100.569       423
1910700              4         8   170.329       375
1910700              4        10   147.035       204
1910800              1        15    155.39       226
1910800              3         1   114.034       140
1910800              3         2   101.445       121
1910800              3         3   120.387       133
1910800              3         4   119.489       738
1910800              3         6    71.929       612
1910800              3         7   103.528       114
1910800              3         8   85.0236        95
1910800              3         9   119.005       140
1910800              3        10   114.462       143
1910800              3        11    94.393       130
1910800              3        12   100.569       140
1910800              3        13   121.802       161
1910800              3        14   113.862       154
1910800              3        15    124.42       164
1910800              3        16   109.747       145
1910900              3         2   101.445       386
1910900              4         6   137.113      2904
1910900              4        11   142.904       263
1911000              2         5    79.497       826
1911000              4        14    137.63       172
1911100              1         5   95.8393       766
1911100              3         2   101.445       482
1911200              1         2   80.2209       542
1911200              1         9   117.688       143
1911300              1        15    155.39       701
1911300              2         5    79.497       490
1911300              4        10   147.035       240
1911700              1         2   80.2209       101
1911700              2         2   72.8214       233
1911700              2         3   102.754       823
1911800              2         6   81.6839       384
1911800              4         9   143.887       236
1911900              1         5   95.8393       651
1911900              1         7   115.958       739
1912000              4        12   130.483       679
1912100              4         7   126.957       209
1912100              4        12   130.483      1010
1912200              4        16   128.906       568
1912300              4         7   126.957      1773
1912400              1        11   118.457       496
1912400              2         9   74.8055      1058
1912400              4         7   126.957       346
1912400              4        11   142.904       252
1912500              4        10   147.035       255
1912600              1        13   91.8378      1024
1912600              4         2   118.513       277
1912700              2         9   74.8055       120
1912700              3         3   120.387       136
1912800              2         4   96.9622       153
1912800              4         5   135.466       887
1913200              3         6    71.929       220
1913200              3        12   100.569       445
1913200              4         9   143.887       218
1913200              4        13    133.21      2211
1913300              1         5   95.8393       103
1913300              4         2   118.513       177
1913300              4         6   137.113      1370
1913400              4         1   132.578       911
1913500              1         1    132.18       314
1913500              2         4   96.9622       616
1913800              2         7   78.1233        80
1913800              2         8   73.6897       748
1913800              3         8   85.0236       249
1913900              1         5   95.8393        97
1913900              1        13   91.8378       136
1914100              2        12   100.955       102
1914100              3         6    71.929       426
1914100              4        13    133.21       205
1914100              4        16   128.906       280
1914200              3        10   114.462       578
1914300              1        11   118.457       185
1914300              3        12   100.569       155
1914300              3        16   109.747       354
1914300              4         6   137.113       718
1914400              1        15    155.39       197
1914400              3         4   119.489       421
1914400              3         5   129.761       288
1914500              1         3   115.501       136
1914500              2         2   72.8214       540
1914500              3        13   121.802      1083
1914600              2         7   78.1233       939
1914700              2         8   73.6897       671
1914700              2        12   100.955       128
1914700              4         8   170.329       708
1914700              4        13    133.21       739
1914800              1         2   80.2209        96
1914800              2         6   81.6839       736
1914900              4        12   130.483      2192
1915000              2         4   96.9622       655
1915000              2        12   100.955       610
1915000              2        15   89.7282       190
1915100              2         5    79.497       412
1915100              2        10   104.049       390
1915200              1         9   117.688       424
1915400              1        11   118.457       498
1915400              3        13   121.802       457
1915500              1        13   91.8378      2710
1915500              3         5   129.761       189
1915500              3         6    71.929        74
1915600              3        10   114.462       517
1915600              4         4   103.428       398
1915600              4        13    133.21       344
1915700              1         9   117.688       173
1915700              4         6   137.113       263
1915800              3         2   101.445       784
1915800              3         3   120.387       180
1915800              3         4   119.489       143
1915800              3         5   129.761       154
1915800              3         6    71.929       110
1915800              3         7   103.528       145
1915800              3         8   85.0236       126
1915800              3         9   119.005       161
1915800              3        10   114.462       155
1915800              3        11    94.393       132
1915800              3        12   100.569       137
1915800              3        13   121.802       155
1915800              3        14   113.862       146
1915800              3        15    124.42       205
1915800              3        16   109.747       122
1915900              3         1   114.034       137
1915900              3         2   101.445       119
1915900              3         3   120.387       638
1915900              3         5   129.761      2167
1915900              3         7   103.528       119
1915900              3         8   85.0236       109
1915900              3         9   119.005       157
1915900              3        10   114.462       156
1915900              3        11    94.393       138
1915900              3        12   100.569       146
1915900              3        13   121.802       166
1915900              3        14   113.862       159
1915900              3        15    124.42       169
1915900              3        16   109.747       147
1915900              4        13    133.21       413
1916000              2         3   102.754       485
1916000              2        10   104.049      1623
1916100              2        11   110.194       526
1916100              4        12   130.483      1241
1916200              2         6   81.6839      1926
1916200              4        14    137.63      2227
1916300              1         2   80.2209        92
1916300              2         7   78.1233      1140
1916300              4         6   137.113       625
1916400              2         2   72.8214      2295
1916400              3         5   129.761       725
1916500              1        13   91.8378       288
1916500              2        10   104.049       266
1916600              1        15    155.39       909
1916700              2         3   102.754       119
1916800              2        13   117.267       555
1916800              2        16   90.0124      1016
1916900              4         2   118.513       710
1916900              4        11   142.904       578
1917000              2         1   141.968       145
1917000              2         7   78.1233       371
1917000              3        16   109.747      1832
1917000              4        14    137.63       533
1917100              1         2   80.2209       173
1917100              4         1   132.578       813
1917300              4        14    137.63       165
1917300              4        16   128.906       175
1917400              2        15   89.7282       418
1917400              3         2   101.445       220
1917500              1        12   116.017       807
1917500              3         1   114.034       433
1917500              3         2   101.445       104
1917700              2         1   141.968       162
1917800              2         4   96.9622      1728
1917800              2        12   100.955       104
1917800              3         4   119.489       169
1917800              4         6   137.113       754
1917900              3        11    94.393      1070
1918000              2         4   96.9622      1867
1918000              2         7   78.1233       521
1918300              2         6   81.6839       751
1918300              4         4   103.428       162
1918400              2         8   73.6897       190
1918400              2        15   89.7282       358
1918500              3        10   114.462       229
1918700              3         2   101.445       107
1918800              1         8   79.2956       750
1918800              3         4   119.489       270
1918800              4        15   125.328       484
1918900              1         9   117.688       606
1918900              3         1   114.034       181
1918900              3        11    94.393       180
1919000              1        10   115.012      1788
1919000              2         3   102.754       424
1919000              4        11   142.904       696
1919100              1         2   80.2209       316
1919100              1        15    155.39       331
1919200              2         1   141.968       570
1919200              4        16   128.906       637
1919300              2        12   100.955       164
1919300              3        11    94.393       577
1919300              3        13   121.802       350
1919400              1         4   80.3077       421
1919400              1        15    155.39       254
1919500              3         2   101.445       613
1919500              3         3   120.387       161
1919500              3         4   119.489       140
1919500              3         5   129.761       150
1919500              3         6    71.929       100
1919500              3         7   103.528       136
1919500              3         8   85.0236       117
1919500              3         9   119.005       153
1919500              3        10   114.462       145
1919500              3        11    94.393       123
1919500              3        12   100.569       130
1919500              3        13   121.802       147
1919500              3        14   113.862       138
1919500              3        15    124.42       146
1919500              3        16   109.747       123
1919700              1         9   117.688       426
1919700              3         1   114.034       535
1919900              1        10   115.012      1823
1920000              2         7   78.1233       272
1920000              4         8   170.329       556
1920100              2         4   96.9622       719
1920100              4         8   170.329       659
1920200              1         1    132.18       145
1920200              1        16   102.116       104
1920200              4         9   143.887      1418
1920200              4        10   147.035      3463
1920300              1         5   95.8393       252
1920300              1        13   91.8378       202
1920400              2         7   78.1233      1082
1920400              3        13   121.802       946
1920400              4        11   142.904       170
1920500              1         3   115.501       225
1920500              2         3   102.754       195
1920500              2         4   96.9622       165
1920500              3         2   101.445      2500
1920500              4         7   126.957       189
1920500              4         8   170.329       233
1920600              2         5    79.497       296
1920600              2         7   78.1233       307
1920600              4         2   118.513       154
1920700              1         8   79.2956       125
1920700              1        15    155.39       278
1920800              1        12   116.017       786
1920900              1         5   95.8393       183
1920900              4         9   143.887      2102
1921000              4         6   137.113       728
1921200              2        14   93.2145       313
1921200              4        16   128.906       630
1921300              4         7   126.957       922
1921400              1         2   80.2209       106
1921400              1        10   115.012       379
1921400              1        12   116.017       157
1921600              1         4   80.3077       729
1921600              1         8   79.2956       312
1921600              2        14   93.2145       168
1921700              2         9   74.8055      1986
1921700              2        15   89.7282       546
1921800              4         5   135.466       164
1921900              4         8   170.329       765
1921900              4         9   143.887       831
1921900              4        10   147.035       907
1921900              4        13    133.21       410
1921900              4        14    137.63       219
1922100              1         3   115.501       434
1922100              1         7   115.958       800
1922300              2        12   100.955       501
1922300              3         5   129.761       755
1922600              2         1   141.968      1018
1922600              3         2   101.445       226
1922700              2         3   102.754       211
1922700              2         8   73.6897       606
1922700              2        13   117.267       983
1922800              1        15    155.39       691
1922800              3        12   100.569       661
1922900              1         4   80.3077       155
1922900              2         6   81.6839       183
1922900              3         5   129.761       352
1923100              1        10   115.012       696
1923200              3         2   101.445       375
1923200              3         3   120.387       420
1923300              1         9   117.688       209
1923300              2         4   96.9622        99
1923300              2         5    79.497      2573
1923300              2         6   81.6839      2906
1923300              2         7   78.1233        81
1923300              2        16   90.0124       518
1923400              4        15   125.328       525
1923500              1        12   116.017       697
1923500              2         1   141.968      1442
1923500              2        13   117.267       993
1923600              2        12   100.955       693
1923700              4        12   130.483       937
1923700              4        13    133.21       595
1924000              2         4   96.9622       134
1924100              1        10   115.012       300
1924100              2        12   100.955       757
1924200              1         7   115.958       200
1924200              1         8   79.2956       344
1924300              2         6   81.6839       356
1924300              2        10   104.049       325
1924300              2        15   89.7282       546
1924400              2         3   102.754       862
1924400              2         4   96.9622      3354
1924400              4         5   135.466       181
1924500              1         2   80.2209       700
1924500              1        15    155.39       750
1924600              2        13   117.267       722
1924600              2        15   89.7282       207
1924700              1         1    132.18       512
1924700              2         3   102.754       565
1924700              2         5    79.497       383
1924800              1         4   80.3077       361
1924800              2         8   73.6897       551
1924800              4         4   103.428       201
1924900              3         5   129.761      1187
1924900              4        11   142.904       456
1925000              1         9   117.688       431
1925000              2         1   141.968       599
1925000              2        10   104.049       135
1925000              2        11   110.194      1037
1925000              4        10   147.035       378
1925100              3         2   101.445       825
1925100              3         5   129.761      1112
1925100              4        15   125.328       311
1925300              2         3   102.754       656
1925300              2        12   100.955       400
1925600              1         7   115.958       620
1925600              1        12   116.017       151
1925600              2        10   104.049       257
1925600              4         7   126.957       247
1925600              4        15   125.328      1053
1925800              1        12   116.017       410
1925800              2        13   117.267       578
1925800              3         6    71.929        99
1925800              4        16   128.906       246
1925900              2         1   141.968       338
1925900              3        13   121.802       190
1926000              2         7   78.1233       223
1926000              2         8   73.6897       455
1926000              4        15   125.328       477
1926100              1         5   95.8393       220
1926100              2         5    79.497      1752
1926200              1         1    132.18       492
1926200              1         7   115.958       295
1926200              4        13    133.21       203
1926300              2         7   78.1233       231
1926300              2         8   73.6897       549
1926300              3         3   120.387      3928
1926500              3         4   119.489       982
1926500              3        14   113.862       839
1926500              4         5   135.466       558
1926600              1        10   115.012       132
1926600              1        12   116.017       348
1926600              3         6    71.929       803
1926700              3         3   120.387       546
1926700              4         6   137.113      1735
1926700              4        10   147.035      2735
1926800              2         3   102.754       560
1926800              2         5    79.497       339
1926800              4        14    137.63       222
1926900              2         2   72.8214       922
1926900              2        10   104.049       363
1927000              4        13    133.21       508
1927200              2         5    79.497       186
1927300              4        12   130.483       234
1927400              1         8   79.2956       148
1927400              2         1   141.968       216
1927500              1         2   80.2209       448
1927500              4        10   147.035      1172
1927600              1         3   115.501       312
1927600              2         6   81.6839       368
1927600              3        12   100.569       334
1927700              1         6    80.145      1588
1927700              4         4   103.428       188
1927800              4        16   128.906       853
1927900              1        14   110.452       161
1927900              2         2   72.8214       114
1927900              2        13   117.267       410
1927900              2        14   93.2145       163
1928000              1         8   79.2956       498
1928000              3         6    71.929       666
1928100              4         3   149.066       567
1928300              1        11   118.457       402
1928500              3         2   101.445       230
1928500              3         9   119.005       274
1928600              1         6    80.145        89
1928600              3        11    94.393      3162
1928600              4        13    133.21       969
1928700              1         8   79.2956       297
1928700              1        15    155.39       223
1928800              1         1    132.18       189
1928800              1        16   102.116       104
1928800              2        13   117.267       542
1928800              4         6   137.113       688
1929000              1        13   91.8378       658
1929000              4         5   135.466      1247
1929100              2         9   74.8055       404
1929100              4         7   126.957      1197
1929200              1        14   110.452       223
1929200              3         7   103.528      1389
1929200              4         9   143.887       245
1929300              1         1    132.18       657
1929300              2        14   93.2145       542
1929400              2         4   96.9622       204
1929400              4         5   135.466      1562
1929400              4        14    137.63       497
1929600              1         7   115.958       311
1929700              3         4   119.489       239
1929700              3        11    94.393       389
1929700              3        12   100.569       121
1929700              3        14   113.862       253
1929800              1         2   80.2209       359
1929800              3         2   101.445       323
1929800              3        10   114.462       161
1929900              4         5   135.466       843
1929900              4        13    133.21       759
1930000              3         4   119.489       459
1930100              2         5    79.497       178
1930100              2         6   81.6839        86
1930100              4        11   142.904       267
1930200              2         2   72.8214       675
1930200              2        14   93.2145       230
1930200              3         2   101.445       268
1930200              4        13    133.21       171
1930300              1         4   80.3077       448
1930300              4         4   103.428       203
1930400              4        14    137.63       693
1930700              1         4   80.3077       113
1930700              4         2   118.513      3687
1930700              4        11   142.904       208
1930800              1         4   80.3077       378
1930800              1         5   95.8393       256
1930800              1         6    80.145       166
1930800              1        11   118.457       188
1930800              2         2   72.8214       526
1930800              4        15   125.328       354
1930900              4        13    133.21       140
1931000              3         4   119.489      3636
1931000              3        11    94.393       488
1931000              3        16   109.747      1352
1931100              1        11   118.457       144
1931100              3        11    94.393      3875
1931100              4        11   142.904       551
1931200              1        14   110.452      3492
1931300              2         1   141.968       552
1931300              3         1   114.034       346
1931300              4        11   142.904       324
1931400              2         1   141.968       275
1931400              2        10   104.049       177
1931500              1        12   116.017       294
1931500              4        10   147.035       708
1931500              4        14    137.63       341
1931600              2         3   102.754       553
1931600              4        11   142.904       223
1931700              1        13   91.8378      1282
1931700              1        14   110.452      1139
1931700              2        13   117.267       253
1931800              4        14    137.63      3711
1931900              2        15   89.7282       371
1931900              2        16   90.0124       905
1931900              4         6   137.113      2262
1932000              1        11   118.457       331
1932000              2        16   90.0124       114
1932100              1         3   115.501       335
1932100              4         6   137.113       785
1932100              4        13    133.21       643
1932200              3         6    71.929      1146
1932200              3        13   121.802       195
1932600              4        11   142.904       467
1932600              4        14    137.63      1600
1932700              1        13   91.8378       769
1932700              4         6   137.113      3138
1932800              1         1    132.18       314
1932800              2         6   81.6839       365
1932800              2         7   78.1233       134
1932900              3        12   100.569       716
1932900              4        13    133.21      1429
1933000              1         7   115.958       656
1933000              4         7   126.957       547
1933000              4        10   147.035       339
1933100              2         6   81.6839       135
1933100              2         7   78.1233       629
1933100              3        14   113.862       359
1933200              1        13   91.8378       169
1933200              1        14   110.452       111
1933200              3         6    71.929       144
1933300              2        10   104.049       997
1933300              3         9   119.005       173
1933300              4        12   130.483       166
1933400              1        12   116.017       324
1933400              1        14   110.452       137
1933400              1        15    155.39       310
1933400              1        16   102.116       568
1933400              3         9   119.005       931
1933500              2         5    79.497       566
1933500              2        11   110.194       139
1933500              4         8   170.329       294
1933500              4        14    137.63       448
1933600              2         8   73.6897       100
1933600              2         9   74.8055       217
1933600              3         2   101.445       877
1933600              3         4   119.489      1314
1933600              4         8   170.329       218
1933600              4         9   143.887       320
1933900              2         4   96.9622       364
1933900              2        11   110.194       128
1933900              4         6   137.113       191
1933900              4        11   142.904       978
1934000              2         3   102.754       226
1934000              2         9   74.8055       825
1934000              4         7   126.957       312
1934100              2         7   78.1233       569
1934100              3         8   85.0236       544
1934200              4         3   149.066       153
1934200              4        13    133.21       559
1934400              4         3   149.066       721
1934500              2         3   102.754       994
1934500              2        10   104.049       162
1934500              4         9   143.887       603
1934500              4        14    137.63       352
1934600              1         6    80.145       475
1934600              1        13   91.8378       156
1934600              1        14   110.452       578
1934600              2        11   110.194       780
1934600              3        16   109.747       576
1934700              1         6    80.145       121
1934700              4         1   132.578       301
1935000              2        16   90.0124       609
1935000              3         6    71.929       335
1935100              1         3   115.501      1500
1935100              3        15    124.42       560
1935200              1         2   80.2209       323
1935200              3        13   121.802       358
1935300              2         2   72.8214       108
1935300              2        10   104.049       223
1935300              2        11   110.194       252
1935300              4         5   135.466       211
1935400              2         2   72.8214       419
1935400              3         6    71.929       122
1935600              2         1   141.968       599
1935600              2        13   117.267      3832
1935600              3         1   114.034       515
1935600              3         2   101.445       171
1935700              1        12   116.017       559
1935700              4         5   135.466      1600
1935800              3         4   119.489       829
1935900              1         3   115.501       429
1935900              3         1   114.034       673
1936000              2        15   89.7282       935
1936000              3         2   101.445       173
1936000              3         9   119.005       414
1936100              1         2   80.2209       324
1936100              4         9   143.887       402
1936200              2        10   104.049       183
1936200              4        11   142.904       845
1936300              1        16   102.116       134
1936300              2         2   72.8214        88
1936300              3         9   119.005       335
1936300              3        13   121.802       161
1936500              4         7   126.957       505
1936500              4        11   142.904       567
1936600              3         4   119.489       547
1936600              4         5   135.466      1509
1936700              2        16   90.0124        93
1936800              3         5   129.761       816
1936800              3         9   119.005       126
1936800              3        13   121.802       273
1936800              3        14   113.862       214
1936800              3        15    124.42       136
1936900              1         1    132.18       306
1936900              1        16   102.116       109
1936900              4         8   170.329       765
1937000              2         7   78.1233       213
1937000              4        11   142.904       537
1937100              2         8   73.6897       560
1937100              3         3   120.387       860
1937200              2        11   110.194       292
1937200              4         5   135.466       218
1937500              2         1   141.968      2710
1937500              2         2   72.8214      1080
1937500              2         9   74.8055       395
1937500              2        14   93.2145       124
1937700              2         7   78.1233       118
1937700              3         9   119.005       457
1937700              3        10   114.462       136
1937800              2         7   78.1233        79
1937900              1         3   115.501      3632
1937900              1         8   79.2956       258
1938000              4         9   143.887       807
1938200              2        12   100.955       113
1938200              4         6   137.113       614
1938400              2        11   110.194       835
1938500              4        12   130.483       672
1938700              2         6   81.6839       646
1938700              4        15   125.328       791
1938800              2        12   100.955       168
1938800              3        14   113.862       960
1938800              4         4   103.428       620
1938900              2         5    79.497       430
1938900              4         1   132.578       590
1939100              2         2   72.8214      1419
1939100              2         5    79.497       953
1939100              3         8   85.0236       459
1939200              1        15    155.39       216
1939200              2        13   117.267       246
1939300              4        10   147.035       687
1939500              4         9   143.887       608
1939600              2         6   81.6839       221
1939600              2        12   100.955       105
1939700              1         2   80.2209       279
1939700              3         6    71.929       126
1939700              4        16   128.906       760
1939900              3         8   85.0236       722
1939900              4         6   137.113       328
1940000              1         7   115.958       860
1940000              1        11   118.457       751
1940000              2        11   110.194       137
1940100              1        13   91.8378      2172
1940100              1        14   110.452       243
1940100              2         2   72.8214       791
1940100              2        11   110.194      3463
1940100              2        13   117.267       564
1940200              4         1   132.578       260
1940200              4        14    137.63       273
1940300              2         2   72.8214       597
1940300              3        11    94.393       141
1940400              1        11   118.457       184
1940400              2         1   141.968       585
1940400              4        11   142.904       229
1940500              1         7   115.958       841
1940500              4         2   118.513       134
1940500              4         3   149.066       742
1940500              4         4   103.428       407
1940600              4         3   149.066       379
1940700              1        14   110.452       506
1940700              2         6   81.6839       904
1940700              3        13   121.802       129
1940800              2        14   93.2145       929
1940800              3         4   119.489       789
1940800              4         9   143.887      3710
1940900              1         6    80.145       304
1940900              1        16   102.116       570
1941000              2        12   100.955       901
1941100              2         4   96.9622       119
1941100              2        15   89.7282       123
1941200              4        11   142.904      2575
1941200              4        16   128.906       600
1941300              2        10   104.049       672
1941300              2        11   110.194       180
1941300              3         2   101.445      1740
1941600              2         4   96.9622       333
1941600              2        13   117.267       765
1941600              4         1   132.578      1009
1941800              2        10   104.049       373
1941800              3         4   119.489       749
1942100              2         1   141.968       395
1942100              2         2   72.8214       191
1942100              2         9   74.8055      1968
1942100              3        12   100.569      1108
1942100              3        16   109.747       137
1942100              4         9   143.887       170
1942200              2         2   72.8214        77
1942300              3         7   103.528       214
1942300              4         5   135.466       228
1942400              3         9   119.005       169
1942400              3        14   113.862       897
1942700              1        10   115.012       889
1942700              2         9   74.8055       175
1942700              3        11    94.393      2882
1942800              1        14   110.452       129
1942800              3        14   113.862       559
1942800              4        10   147.035       614
1943000              1         5   95.8393       379
1943000              3         7   103.528       311
1943200              2        14   93.2145       263
1943200              4         4   103.428       385
1943600              4         1   132.578       137
1943600              4         2   118.513       126
1943600              4         3   149.066       155
1943600              4         4   103.428       110
1943600              4         5   135.466       144
1943600              4         6   137.113       144
1943600              4         7   126.957       132
1943600              4         8   170.329       171
1943600              4        11   142.904       217
1943600              4        13    133.21       216
1943800              1         8   79.2956       326
1943800              2        12   100.955       320
1943900              4        10   147.035       696
1944000              1        14   110.452       634
1944000              2         3   102.754       409
1944000              4         9   143.887       784
1944200              1         4   80.3077       165
1944200              2         2   72.8214       221
1944300              2         4   96.9622       729
1944500              1        15    155.39       951
1944500              4        10   147.035       652
1944800              3         5   129.761       243
1944800              3        11    94.393       138
1944800              3        15    124.42       145
1944800              4         3   149.066       170
1944800              4        11   142.904       552
1944900              1         3   115.501       124
1944900              1         4   80.3077        95
1944900              4         4   103.428      1212
1944900              4         5   135.466       636
1945000              3        11    94.393       109
1945100              2         2   72.8214       163
1945100              2         5    79.497       421
1945300              2         3   102.754       252
1945300              3         6    71.929       366
1945400              1         7   115.958       137
1945400              1         8   79.2956       400
1945400              4         4   103.428      1439
1945400              4        15   125.328       333
1945500              1        15    155.39       385
1945600              1         8   79.2956       188
1945600              1        14   110.452       738
1945800              4         3   149.066       613
1945800              4        15   125.328      1053
1946000              1        12   116.017       553
1946000              4         9   143.887      1101
1946100              1         8   79.2956      1711
1946100              2         5    79.497       349
1946100              2        15   89.7282       137
1946100              4         4   103.428       166
1946200              1         2   80.2209       387
1946200              2        14   93.2145       247
1946200              2        15   89.7282       414
1946200              3        13   121.802       187
1946400              1         5   95.8393       442
1946400              1        13   91.8378       565
1946400              1        14   110.452       161
1946400              3        11    94.393      2670
1946500              2         5    79.497       850
1946700              1        14   110.452       506
1946700              3         9   119.005       530
1946700              4         2   118.513      1162
1946800              1         4   80.3077       217
1946800              1        11   118.457       220
1946900              1         6    80.145       385
1946900              2         9   74.8055       123
1947100              3         7   103.528       390
1947100              3         8   85.0236       193
1947300              4        13    133.21       682
1947400              3         1   114.034       138
1947400              3         2   101.445       134
1947400              3         3   120.387       716
1947400              3         5   129.761       822
1947400              3         6    71.929        82
1947400              3         7   103.528       116
1947400              3         8   85.0236       106
1947400              3         9   119.005       155
1947400              3        10   114.462       155
1947400              3        11    94.393       139
1947400              3        12   100.569       147
1947400              3        13   121.802       170
1947400              3        14   113.862       158
1947400              3        15    124.42       167
1947400              3        16   109.747       146
1947400              4        10   147.035       363
1947500              1        14   110.452       232
1947500              3        10   114.462       352
1947600              1         1    132.18       192
1947600              1         2   80.2209       182
1947600              3         4   119.489       122
1947700              1         5   95.8393       823
1947700              2         1   141.968       208
1947800              4         7   126.957      1129
1947900              1         3   115.501       830
1947900              2        11   110.194      1036
1948000              2         6   81.6839       882
1948100              3        12   100.569       207
1948100              4         4   103.428      1093
1948200              2         4   96.9622       391
1948200              2        12   100.955       171
1948300              3         8   85.0236       408
1948300              3        13   121.802       772
1948300              4         2   118.513       557
1948400              3         1   114.034      3849
1948400              3         2   101.445      1421
1948400              3         3   120.387      1232
1948400              3         4   119.489      1095
1948400              3         5   129.761      1095
1948400              3         6    71.929      1186
1948400              3         7   103.528      1369
1948400              3         8   85.0236       927
1948400              3         9   119.005       913
1948400              3        10   114.462       894
1948400              3        11    94.393       888
1948400              3        12   100.569      1014
1948400              3        13   121.802      1262
1948400              3        14   113.862      1178
1948400              3        15    124.42      1522
1948400              3        16   109.747      3494
1948500              1        11   118.457       367
1948500              4         9   143.887       477
1948600              1         8   79.2956       326
1948600              1        16   102.116       431
1948600              4        10   147.035       726
1948700              1        13   91.8378       190
1948700              2        10   104.049       356
1949000              4         7   126.957       544
1949000              4        11   142.904       569
1949000              4        14    137.63      2998
1949000              4        15   125.328       146
1949200              3         7   103.528       148
1949300              2         3   102.754      1693
1949300              2         7   78.1233       612
1949400              1        14   110.452       277
1949500              1         2   80.2209        88
1949500              3         1   114.034       163
1949500              3         2   101.445       807
1949500              3         4   119.489       695
1949500              3         5   129.761       148
1949500              3         6    71.929        89
1949500              3         7   103.528       130
1949500              3         8   85.0236       121
1949500              3         9   119.005       162
1949500              3        10   114.462       157
1949500              3        11    94.393       137
1949500              3        12   100.569       145
1949500              3        13   121.802       163
1949500              3        14   113.862       156
1949500              3        15    124.42       165
1949500              3        16   109.747       143
1949700              1         9   117.688       324
1949700              2         3   102.754       108
1949700              3         7   103.528      1161
1949700              3        15    124.42       683
1949800              1         4   80.3077       306
1949800              3         4   119.489       143
1949800              3         5   129.761       251
1949800              4        10   147.035       764
1949900              1        11   118.457       892
1949900              1        16   102.116       207
1950000              4         9   143.887      3892
1950000              4        14    137.63       455
1950100              1        15    155.39       187
1950100              3        11    94.393       688
1950200              2        13   117.267       299
1950200              4         4   103.428       712
1950200              4        10   147.035      1589
1950400              2         1   141.968       755
1950400              3         9   119.005      1371
