*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
3         1     310.988   328.451    344.69   2.13162   2.03473   1.76805   133.947   177.521   43.7902   304.558   317.668   320.175   335.599   338.298   349.866
3         2     328.415   346.497   363.635   2.12003   2.19513   2.01179   230.477   130.759   15.7346   320.969   336.008   339.092   351.046   358.179   368.591
3         3     314.327   331.633   348.062   2.14084   1.87198   1.76598   188.152   123.784   34.8886   308.233    321.15   325.778   337.346   341.201   353.926
3         4     328.993   346.303    362.87   2.01164    1.8835   1.82847   160.774   127.027    24.916   323.004   334.958   340.163   351.346   355.973   369.083
3         5     314.797   332.302   349.212   2.01008   2.10724    1.7669   209.886   110.687   19.1334   308.053   321.163   326.369   337.551   343.528   356.831
3         6     324.325   342.565   359.532   2.12553   1.98386   2.09492   129.152   155.907   21.6547   318.343   330.297   336.081   348.805   354.011   367.121
3         7      317.81   335.391   351.946   2.02033   2.09617   2.02673   151.745   160.548   36.9494   311.595   323.163   327.019   341.286   347.456    356.71
3         8     317.089   334.725   351.813   1.78119   1.97838   1.91816   75.2703   88.2339   10.8564   312.608   322.441   328.996   340.949   346.926   356.566
3         9     303.937   321.002   337.304   1.77032   1.90915    2.2306   54.5408   61.1016   19.8453   299.847   308.716   316.042   325.104   330.888   341.106
3        10     335.569   352.917   369.429   1.92838   1.87498   1.96144   95.8267   145.519   11.2366    330.51   341.693   346.706   359.237   365.407   373.505
3        11     307.878   324.991   340.854   1.90958   1.75141   2.00683   111.589   49.5733   11.8619   303.462   312.523   320.621   330.261   335.659   347.805
3        12     345.692   363.831   380.961   2.11396   1.97702   1.85728    186.51   90.0713   36.8484   339.451   352.562   357.767   370.877   376.469   388.422
3        13     315.787   333.069   349.447   1.91865   1.94611   1.90335   89.0179   124.941   23.5671   311.125   320.572   326.742    338.31   343.708   358.361
3        14      312.13   329.567   345.907   2.11457   1.89218   1.81359   138.427   60.4138   17.7419   306.076   318.222   325.163   334.803   342.129   352.733
3        15     306.204   323.608   339.898    1.8729   1.77211   1.89092   60.6788   57.6804   8.97396   301.426   311.066   318.199   327.454   334.973   345.577
