    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    5   11     292.5     10.7342      56.733     225.033
    5   11     292.6     10.7312     56.7128     225.156
    5   11     292.7     10.7282     56.6926     225.279
    5   11     292.8     10.7251     56.6724     225.402
    5   11     292.9     10.7221     56.6522     225.526
    5   11       293     10.7191     56.6321     225.649
    5   11     293.1     10.7161      56.612     225.772
    5   11     293.2      10.713     56.5919     225.895
    5   11     293.3       10.71     56.5718     226.018
    5   11     293.4      10.707     56.5517     226.141
    5   11     293.5      10.704     56.5316     226.264
    5   11     293.6      10.701     56.5116     226.387
    5   11     293.7      10.698     56.4916      226.51
    5   11     293.8     10.6949     56.4716     226.633
    5   11     293.9     10.6919     56.4516     226.756
    5   11       294     10.6889     56.4316     226.879
    5   11     294.1     10.6859     56.4116     227.002
    5   11     294.2     10.6829     56.3917     227.125
    5   11     294.3     10.6799     56.3718     227.248
    5   11     294.4     10.6769     56.3519     227.371
    5   11     294.5     10.6739      56.332     227.494
    5   11     294.6     10.6709     56.3122     227.617
    5   11     294.7     10.6679     56.2923      227.74
    5   11     294.8      10.665     56.2725     227.863
    5   11     294.9      10.662     56.2527     227.985
    5   11       295      10.659     56.2329     228.108
    5   11     295.1      10.656     56.2131     228.231
    5   11     295.2      10.653     56.1933     228.354
    5   11     295.3       10.65     56.1736     228.476
    5   11     295.4     10.6471     56.1539     228.599
    5   11     295.5     10.6441     56.1342     228.722
    5   11     295.6     10.6411     56.1145     228.844
    5   11     295.7     10.6381     56.0948     228.967
    5   11     295.8     10.6352     56.0751      229.09
    5   11     295.9     10.6322     56.0555     229.212
    5   11       296     10.6292     56.0359     229.335
    5   11     296.1     10.6263     56.0163     229.457
    5   11     296.2     10.6233     55.9967      229.58
    5   11     296.3     10.6203     55.9771     229.703
    5   11     296.4     10.6174     55.9575     229.825
    5   11     296.5     10.6144      55.938     229.948
    5   11     296.6     10.6115     55.9185      230.07
    5   11     296.7     10.6085      55.899     230.193
    5   11     296.8     10.6055     55.8795     230.315
    5   11     296.9     10.6026       55.86     230.437
    5   11       297     10.5996     55.8406      230.56
    5   11     297.1     10.5967     55.8211     230.682
    5   11     297.2     10.5938     55.8017     230.805
    5   11     297.3     10.5908     55.7823     230.927
    5   11     297.4     10.5879     55.7629     231.049
    5   11     297.5     10.5849     55.7436     231.172
    5   11     297.6      10.582     55.7242     231.294
    5   11     297.7     10.5791     55.7049     231.416
    5   11     297.8     10.5761     55.6856     231.538
    5   11     297.9     10.5732     55.6663     231.661
    5   11       298     10.5703      55.647     231.783
    5   11     298.1     10.5673     55.6277     231.905
    5   11     298.2     10.5644     55.6084     232.027
    5   11     298.3     10.5615     55.5892     232.149
    5   11     298.4     10.5586       55.57     232.271
    5   11     298.5     10.5556     55.5508     232.394
    5   11     298.6     10.5527     55.5316     232.516
    5   11     298.7     10.5498     55.5124     232.638
    5   11     298.8     10.5469     55.4933      232.76
    5   11     298.9      10.544     55.4741     232.882
    5   11       299     10.5411      55.455     233.004
    5   11     299.1     10.5381     55.4359     233.126
    5   11     299.2     10.5352     55.4168     233.248
    5   11     299.3     10.5323     55.3978      233.37
    5   11     299.4     10.5294     55.3787     233.492
    5   11     299.5     10.5265     55.3597     233.614
    5   11     299.6     10.5236     55.3406     233.736
    5   11     299.7     10.5207     55.3216     233.858
    5   11     299.8     10.5178     55.3026      233.98
    5   11     299.9     10.5149     55.2837     234.101
    5   11       300      10.512     55.2647     234.223
    5   11     300.1     10.5091     55.2458     234.345
    5   11     300.2     10.5062     55.2268     234.467
    5   11     300.3     10.5034     55.2079     234.589
    5   11     300.4     10.5005      55.189      234.71
    5   11     300.5     10.4976     55.1702     234.832
    5   11     300.6     10.4947     55.1513     234.954
    5   11     300.7     10.4918     55.1325     235.076
    5   11     300.8     10.4889     55.1136     235.197
    5   11     300.9     10.4861     55.0948     235.319
    5   11       301     10.4832      55.076     235.441
    5   11     301.1     10.4803     55.0572     235.562
    5   11     301.2     10.4774     55.0385     235.684
    5   11     301.3     10.4746     55.0197     235.806
    5   11     301.4     10.4717      55.001     235.927
    5   11     301.5     10.4688     54.9823     236.049
    5   11     301.6      10.466     54.9636      236.17
    5   11     301.7     10.4631     54.9449     236.292
    5   11     301.8     10.4602     54.9262     236.414
    5   11     301.9     10.4574     54.9076     236.535
    5   11       302     10.4545     54.8889     236.657
    5   11     302.1     10.4517     54.8703     236.778
    5   11     302.2     10.4488     54.8517     236.899
    5   11     302.3      10.446     54.8331     237.021
    5   11     302.4     10.4431     54.8145     237.142
    5   11     302.5     10.4403      54.796     237.264
    5   11     302.6     10.4374     54.7774     237.385
    5   11     302.7     10.4346     54.7589     237.507
    5   11     302.8     10.4317     54.7404     237.628
    5   11     302.9     10.4289     54.7219     237.749
    5   11       303      10.426     54.7034     237.871
    5   11     303.1     10.4232     54.6849     237.992
    5   11     303.2     10.4204     54.6665     238.113
    5   11     303.3     10.4175      54.648     238.234
    5   11     303.4     10.4147     54.6296     238.356
    5   11     303.5     10.4119     54.6112     238.477
    5   11     303.6      10.409     54.5928     238.598
    5   11     303.7     10.4062     54.5744     238.719
    5   11     303.8     10.4034     54.5561     238.841
    5   11     303.9     10.4006     54.5377     238.962
    5   11       304     10.3977     54.5194     239.083
    5   11     304.1     10.3949     54.5011     239.204
    5   11     304.2     10.3921     54.4828     239.325
    5   11     304.3     10.3893     54.4645     239.446
    5   11     304.4     10.3865     54.4462     239.567
    5   11     304.5     10.3836      54.428     239.688
    5   11     304.6     10.3808     54.4097     239.809
    5   11     304.7      10.378     54.3915      239.93
    5   11     304.8     10.3752     54.3733     240.051
    5   11     304.9     10.3724     54.3551     240.172
    5   11       305     10.3696     54.3369     240.293
    5   11     305.1     10.3668     54.3188     240.414
    5   11     305.2      10.364     54.3006     240.535
    5   11     305.3     10.3612     54.2825     240.656
    5   11     305.4     10.3584     54.2644     240.777
    5   11     305.5     10.3556     54.2463     240.898
    5   11     305.6     10.3528     54.2282     241.019
    5   11     305.7       10.35     54.2101      241.14
    5   11     305.8     10.3472     54.1921     241.261
    5   11     305.9     10.3444      54.174     241.382
    5   11       306     10.3416      54.156     241.502
    5   11     306.1     10.3388      54.138     241.623
    5   11     306.2     10.3361       54.12     241.744
    5   11     306.3     10.3333      54.102     241.865
    5   11     306.4     10.3305      54.084     241.985
    5   11     306.5     10.3277     54.0661     242.106
    5   11     306.6     10.3249     54.0481     242.227
    5   11     306.7     10.3222     54.0302     242.348
    5   11     306.8     10.3194     54.0123     242.468
    5   11     306.9     10.3166     53.9944     242.589
    5   11       307     10.3138     53.9765      242.71
    5   11     307.1     10.3111     53.9587      242.83
    5   11     307.2     10.3083     53.9408     242.951
    5   11     307.3     10.3055      53.923     243.071
    5   11     307.4     10.3028     53.9051     243.192
    5   11     307.5        10.3     53.8873     243.313
    5   11     307.6     10.2972     53.8695     243.433
    5   11     307.7     10.2945     53.8518     243.554
    5   11     307.8     10.2917      53.834     243.674
    5   11     307.9      10.289     53.8163     243.795
    5   11       308     10.2862     53.7985     243.915
    5   11     308.1     10.2835     53.7808     244.036
    5   11     308.2     10.2807     53.7631     244.156
    5   11     308.3      10.278     53.7454     244.277
    5   11     308.4     10.2752     53.7277     244.397
    5   11     308.5     10.2725     53.7101     244.517
    5   11     308.6     10.2697     53.6924     244.638
    5   11     308.7      10.267     53.6748     244.758
    5   11     308.8     10.2642     53.6572     244.879
    5   11     308.9     10.2615     53.6396     244.999
    5   11       309     10.2588      53.622     245.119
    5   11     309.1      10.256     53.6044      245.24
    5   11     309.2     10.2533     53.5868      245.36
    5   11     309.3     10.2506     53.5693      245.48
    5   11     309.4     10.2478     53.5517       245.6
    5   11     309.5     10.2451     53.5342     245.721
    5   11     309.6     10.2424     53.5167     245.841
    5   11     309.7     10.2396     53.4992     245.961
    5   11     309.8     10.2369     53.4817     246.081
    5   11     309.9     10.2342     53.4643     246.202
    5   11       310     10.2315     53.4468     246.322
    5   11     310.1     10.2287     53.4294     246.442
    5   11     310.2      10.226      53.412     246.562
    5   11     310.3     10.2233     53.3946     246.682
    5   11     310.4     10.2206     53.3772     246.802
    5   11     310.5     10.2179     53.3598     246.922
    5   11     310.6     10.2152     53.3424     247.042
    5   11     310.7     10.2125     53.3251     247.162
    5   11     310.8     10.2098     53.3077     247.283
    5   11     310.9      10.207     53.2904     247.403
    5   11       311     10.2043     53.2731     247.523
    5   11     311.1     10.2016     53.2558     247.643
    5   11     311.2     10.1989     53.2385     247.763
    5   11     311.3     10.1962     53.2212     247.883
    5   11     311.4     10.1935      53.204     248.002
    5   11     311.5     10.1908     53.1868     248.122
    5   11     311.6     10.1881     53.1695     248.242
    5   11     311.7     10.1854     53.1523     248.362
    5   11     311.8     10.1828     53.1351     248.482
    5   11     311.9     10.1801     53.1179     248.602
    5   11       312     10.1774     53.1008     248.722
    5   11     312.1     10.1747     53.0836     248.842
    5   11     312.2      10.172     53.0665     248.962
    5   11     312.3     10.1693     53.0493     249.081
    5   11     312.4     10.1666     53.0322     249.201
    5   11     312.5      10.164     53.0151     249.321
    5   11     312.6     10.1613      52.998     249.441
    5   11     312.7     10.1586     52.9809      249.56
    5   11     312.8     10.1559     52.9639      249.68
    5   11     312.9     10.1532     52.9468       249.8
    5   11       313     10.1506     52.9298      249.92
    5   11     313.1     10.1479     52.9128     250.039
    5   11     313.2     10.1452     52.8957     250.159
    5   11     313.3     10.1426     52.8788     250.279
    5   11     313.4     10.1399     52.8618     250.398
    5   11     313.5     10.1372     52.8448     250.518
    5   11     313.6     10.1346     52.8278     250.638
    5   11     313.7     10.1319     52.8109     250.757
    5   11     313.8     10.1292      52.794     250.877
    5   11     313.9     10.1266     52.7771     250.996
    5   11       314     10.1239     52.7602     251.116
    5   11     314.1     10.1213     52.7433     251.235
    5   11     314.2     10.1186     52.7264     251.355
    5   11     314.3      10.116     52.7095     251.474
    5   11     314.4     10.1133     52.6927     251.594
    5   11     314.5     10.1107     52.6758     251.713
    5   11     314.6      10.108      52.659     251.833
    5   11     314.7     10.1054     52.6422     251.952
    5   11     314.8     10.1027     52.6254     252.072
    5   11     314.9     10.1001     52.6086     252.191
    5   11       315     10.0975     52.5919     252.311
    5   11     315.1     10.0948     52.5751      252.43
    5   11     315.2     10.0922     52.5584     252.549
    5   11     315.3     10.0895     52.5416     252.669
    5   11     315.4     10.0869     52.5249     252.788
    5   11     315.5     10.0843     52.5082     252.908
    5   11     315.6     10.0816     52.4915     253.027
    5   11     315.7      10.079     52.4749     253.146
    5   11     315.8     10.0764     52.4582     253.265
    5   11     315.9     10.0738     52.4415     253.385
    5   11       316     10.0711     52.4249     253.504
    5   11     316.1     10.0685     52.4083     253.623
    5   11     316.2     10.0659     52.3917     253.742
    5   11     316.3     10.0633     52.3751     253.862
    5   11     316.4     10.0606     52.3585     253.981
    5   11     316.5      10.058     52.3419       254.1
    5   11     316.6     10.0554     52.3253     254.219
    5   11     316.7     10.0528     52.3088     254.338
    5   11     316.8     10.0502     52.2923     254.458
    5   11     316.9     10.0476     52.2757     254.577
    5   11       317      10.045     52.2592     254.696
    5   11     317.1     10.0424     52.2427     254.815
    5   11     317.2     10.0397     52.2262     254.934
    5   11     317.3     10.0371     52.2098     255.053
    5   11     317.4     10.0345     52.1933     255.172
    5   11     317.5     10.0319     52.1769     255.291
    5   11     317.6     10.0293     52.1604      255.41
    5   11     317.7     10.0267      52.144     255.529
    5   11     317.8     10.0241     52.1276     255.648
    5   11     317.9     10.0215     52.1112     255.767
    5   11       318     10.0189     52.0948     255.886
    5   11     318.1     10.0164     52.0785     256.005
    5   11     318.2     10.0138     52.0621     256.124
    5   11     318.3     10.0112     52.0458     256.243
    5   11     318.4     10.0086     52.0294     256.362
    5   11     318.5      10.006     52.0131     256.481
    5   11     318.6     10.0034     51.9968       256.6
    5   11     318.7     10.0008     51.9805     256.719
    5   11     318.8     9.99824     51.9642     256.838
    5   11     318.9     9.99566      51.948     256.956
    5   11       319     9.99308     51.9317     257.075
    5   11     319.1     9.99051     51.9155     257.194
    5   11     319.2     9.98793     51.8992     257.313
    5   11     319.3     9.98535      51.883     257.432
    5   11     319.4     9.98278     51.8668      257.55
    5   11     319.5     9.98021     51.8506     257.669
    5   11     319.6     9.97764     51.8344     257.788
    5   11     319.7     9.97507     51.8183     257.907
    5   11     319.8      9.9725     51.8021     258.025
    5   11     319.9     9.96994      51.786     258.144
    5   11       320     9.96737     51.7698     258.263
    5   11     320.1     9.96481     51.7537     258.381
    5   11     320.2     9.96225     51.7376       258.5
    5   11     320.3     9.95969     51.7215     258.619
    5   11     320.4     9.95713     51.7054     258.737
    5   11     320.5     9.95458     51.6894     258.856
    5   11     320.6     9.95202     51.6733     258.975
    5   11     320.7     9.94947     51.6573     259.093
    5   11     320.8     9.94692     51.6412     259.212
    5   11     320.9     9.94436     51.6252      259.33
    5   11       321     9.94182     51.6092     259.449
    5   11     321.1     9.93927     51.5932     259.568
    5   11     321.2     9.93672     51.5772     259.686
    5   11     321.3     9.93418     51.5613     259.805
    5   11     321.4     9.93163     51.5453     259.923
    5   11     321.5     9.92909     51.5294     260.042
    5   11     321.6     9.92655     51.5134      260.16
    5   11     321.7     9.92401     51.4975     260.278
    5   11     321.8     9.92148     51.4816     260.397
    5   11     321.9     9.91894     51.4657     260.515
    5   11       322      9.9164     51.4498     260.634
    5   11     322.1     9.91387     51.4339     260.752
    5   11     322.2     9.91134     51.4181     260.871
    5   11     322.3     9.90881     51.4022     260.989
    5   11     322.4     9.90628     51.3864     261.107
    5   11     322.5     9.90376     51.3706     261.226
    5   11     322.6     9.90123     51.3547     261.344
    5   11     322.7     9.89871     51.3389     261.462
    5   11     322.8     9.89618     51.3232     261.581
    5   11     322.9     9.89366     51.3074     261.699
    5   11       323     9.89114     51.2916     261.817
    5   11     323.1     9.88862     51.2759     261.936
    5   11     323.2     9.88611     51.2601     262.054
    5   11     323.3     9.88359     51.2444     262.172
    5   11     323.4     9.88108     51.2287      262.29
    5   11     323.5     9.87857      51.213     262.408
    5   11     323.6     9.87605     51.1973     262.527
    5   11     323.7     9.87355     51.1816     262.645
    5   11     323.8     9.87104     51.1659     262.763
    5   11     323.9     9.86853     51.1502     262.881
    5   11       324     9.86603     51.1346     262.999
    5   11     324.1     9.86352      51.119     263.118
    5   11     324.2     9.86102     51.1033     263.236
    5   11     324.3     9.85852     51.0877     263.354
    5   11     324.4     9.85602     51.0721     263.472
    5   11     324.5     9.85352     51.0565      263.59
    5   11     324.6     9.85102      51.041     263.708
    5   11     324.7     9.84853     51.0254     263.826
    5   11     324.8     9.84604     51.0098     263.944
    5   11     324.9     9.84354     50.9943     264.062
    5   11       325     9.84105     50.9788      264.18
    5   11     325.1     9.83856     50.9632     264.298
    5   11     325.2     9.83608     50.9477     264.416
    5   11     325.3     9.83359     50.9322     264.534
    5   11     325.4      9.8311     50.9168     264.652
    5   11     325.5     9.82862     50.9013      264.77
    5   11     325.6     9.82614     50.8858     264.888
    5   11     325.7     9.82366     50.8704     265.006
    5   11     325.8     9.82118     50.8549     265.124
    5   11     325.9      9.8187     50.8395     265.242
    5   11       326     9.81622     50.8241      265.36
    5   11     326.1     9.81375     50.8087     265.478
    5   11     326.2     9.81128     50.7933     265.595
    5   11     326.3      9.8088     50.7779     265.713
    5   11     326.4     9.80633     50.7625     265.831
    5   11     326.5     9.80386     50.7472     265.949
    5   11     326.6      9.8014     50.7318     266.067
    5   11     326.7     9.79893     50.7165     266.185
    5   11     326.8     9.79646     50.7012     266.302
    5   11     326.9       9.794     50.6859      266.42
    5   11       327     9.79154     50.6706     266.538
    5   11     327.1     9.78908     50.6553     266.656
    5   11     327.2     9.78662       50.64     266.773
    5   11     327.3     9.78416     50.6247     266.891
    5   11     327.4      9.7817     50.6095     267.009
    5   11     327.5     9.77925     50.5942     267.127
    5   11     327.6     9.77679      50.579     267.244
    5   11     327.7     9.77434     50.5638     267.362
    5   11     327.8     9.77189     50.5486      267.48
    5   11     327.9     9.76944     50.5334     267.597
    5   11       328     9.76699     50.5182     267.715
    5   11     328.1     9.76455      50.503     267.832
    5   11     328.2      9.7621     50.4878      267.95
    5   11     328.3     9.75966     50.4727     268.068
    5   11     328.4     9.75721     50.4575     268.185
    5   11     328.5     9.75477     50.4424     268.303
    5   11     328.6     9.75233     50.4273      268.42
    5   11     328.7      9.7499     50.4122     268.538
    5   11     328.8     9.74746     50.3971     268.655
    5   11     328.9     9.74502      50.382     268.773
    5   11       329     9.74259     50.3669     268.891
    5   11     329.1     9.74016     50.3518     269.008
    5   11     329.2     9.73772     50.3368     269.125
    5   11     329.3     9.73529     50.3217     269.243
    5   11     329.4     9.73286     50.3067      269.36
    5   11     329.5     9.73044     50.2917     269.478
    5   11     329.6     9.72801     50.2767     269.595
    5   11     329.7     9.72559     50.2617     269.713
    5   11     329.8     9.72316     50.2467      269.83
    5   11     329.9     9.72074     50.2317     269.948
    5   11       330     9.71832     50.2167     270.065
    5   11     330.1      9.7159     50.2018     270.182
    5   11     330.2     9.71348     50.1868       270.3
    5   11     330.3     9.71107     50.1719     270.417
    5   11     330.4     9.70865      50.157     270.534
    5   11     330.5     9.70624     50.1421     270.652
    5   11     330.6     9.70383     50.1272     270.769
    5   11     330.7     9.70142     50.1123     270.886
    5   11     330.8     9.69901     50.0974     271.004
    5   11     330.9      9.6966     50.0825     271.121
    5   11       331     9.69419     50.0677     271.238
    5   11     331.1     9.69179     50.0528     271.355
    5   11     331.2     9.68938      50.038     271.473
    5   11     331.3     9.68698     50.0232      271.59
    5   11     331.4     9.68458     50.0083     271.707
    5   11     331.5     9.68218     49.9935     271.824
    5   11     331.6     9.67978     49.9787     271.941
    5   11     331.7     9.67738      49.964     272.059
    5   11     331.8     9.67499     49.9492     272.176
    5   11     331.9     9.67259     49.9344     272.293
    5   11       332      9.6702     49.9197      272.41
    5   11     332.1     9.66781     49.9049     272.527
    5   11     332.2     9.66542     49.8902     272.644
    5   11     332.3     9.66303     49.8755     272.761
    5   11     332.4     9.66064     49.8608     272.879
    5   11     332.5     9.65825     49.8461     272.996
    5   11     332.6     9.65587     49.8314     273.113
    5   11     332.7     9.65349     49.8167      273.23
    5   11     332.8      9.6511      49.802     273.347
    5   11     332.9     9.64872     49.7874     273.464
    5   11       333     9.64634     49.7727     273.581
    5   11     333.1     9.64396     49.7581     273.698
    5   11     333.2     9.64159     49.7435     273.815
    5   11     333.3     9.63921     49.7289     273.932
    5   11     333.4     9.63684     49.7143     274.049
    5   11     333.5     9.63446     49.6997     274.166
    5   11     333.6     9.63209     49.6851     274.283
    5   11     333.7     9.62972     49.6705       274.4
    5   11     333.8     9.62735      49.656     274.517
    5   11     333.9     9.62499     49.6414     274.634
    5   11       334     9.62262     49.6269     274.751
    5   11     334.1     9.62025     49.6123     274.867
    5   11     334.2     9.61789     49.5978     274.984
    5   11     334.3     9.61553     49.5833     275.101
    5   11     334.4     9.61317     49.5688     275.218
    5   11     334.5     9.61081     49.5543     275.335
    5   11     334.6     9.60845     49.5399     275.452
    5   11     334.7     9.60609     49.5254     275.569
    5   11     334.8     9.60374     49.5109     275.685
    5   11     334.9     9.60138     49.4965     275.802
    5   11       335     9.59903      49.482     275.919
    5   11     335.1     9.59668     49.4676     276.036
    5   11     335.2     9.59433     49.4532     276.152
    5   11     335.3     9.59198     49.4388     276.269
    5   11     335.4     9.58963     49.4244     276.386
    5   11     335.5     9.58728       49.41     276.503
    5   11     335.6     9.58494     49.3956     276.619
    5   11     335.7     9.58259     49.3813     276.736
    5   11     335.8     9.58025     49.3669     276.853
    5   11     335.9     9.57791     49.3526      276.97
    5   11       336     9.57557     49.3382     277.086
    5   11     336.1     9.57323     49.3239     277.203
    5   11     336.2     9.57089     49.3096     277.319
    5   11     336.3     9.56856     49.2953     277.436
    5   11     336.4     9.56622      49.281     277.553
    5   11     336.5     9.56389     49.2667     277.669
    5   11     336.6     9.56156     49.2525     277.786
    5   11     336.7     9.55923     49.2382     277.903
    5   11     336.8      9.5569     49.2239     278.019
    5   11     336.9     9.55457     49.2097     278.136
    5   11       337     9.55224     49.1955     278.252
    5   11     337.1     9.54992     49.1812     278.369
    5   11     337.2     9.54759      49.167     278.485
    5   11     337.3     9.54527     49.1528     278.602
    5   11     337.4     9.54295     49.1386     278.718
    5   11     337.5     9.54063     49.1245     278.835
    5   11     337.6     9.53831     49.1103     278.951
    5   11     337.7     9.53599     49.0961     279.068
    5   11     337.8     9.53367      49.082     279.184
    5   11     337.9     9.53136     49.0678     279.301
    5   11       338     9.52904     49.0537     279.417
    5   11     338.1     9.52673     49.0396     279.534
    5   11     338.2     9.52442     49.0255      279.65
    5   11     338.3     9.52211     49.0114     279.767
    5   11     338.4      9.5198     48.9973     279.883
    5   11     338.5     9.51749     48.9832     279.999
    5   11     338.6     9.51519     48.9691     280.116
    5   11     338.7     9.51288      48.955     280.232
    5   11     338.8     9.51058      48.941     280.348
    5   11     338.9     9.50828     48.9269     280.465
    5   11       339     9.50598     48.9129     280.581
    5   11     339.1     9.50368     48.8989     280.697
    5   11     339.2     9.50138     48.8849     280.814
    5   11     339.3     9.49908     48.8709      280.93
    5   11     339.4     9.49678     48.8569     281.046
    5   11     339.5     9.49449     48.8429     281.163
    5   11     339.6     9.49219     48.8289     281.279
    5   11     339.7      9.4899      48.815     281.395
    5   11     339.8     9.48761      48.801     281.511
    5   11     339.9     9.48532     48.7871     281.628
    5   11       340     9.48303     48.7731     281.744
    5   11     340.1     9.48075     48.7592      281.86
    5   11     340.2     9.47846     48.7453     281.976
    5   11     340.3     9.47617     48.7314     282.092
    5   11     340.4     9.47389     48.7175     282.209
    5   11     340.5     9.47161     48.7036     282.325
    5   11     340.6     9.46933     48.6897     282.441
    5   11     340.7     9.46705     48.6758     282.557
    5   11     340.8     9.46477      48.662     282.673
    5   11     340.9     9.46249     48.6481     282.789
    5   11       341     9.46022     48.6343     282.905
    5   11     341.1     9.45794     48.6205     283.022
    5   11     341.2     9.45567     48.6066     283.138
    5   11     341.3      9.4534     48.5928     283.254
    5   11     341.4     9.45113      48.579      283.37
    5   11     341.5     9.44886     48.5652     283.486
    5   11     341.6     9.44659     48.5515     283.602
    5   11     341.7     9.44432     48.5377     283.718
    5   11     341.8     9.44205     48.5239     283.834
    5   11     341.9     9.43979     48.5102      283.95
    5   11       342     9.43753     48.4964     284.066
    5   11     342.1     9.43526     48.4827     284.182
    5   11     342.2       9.433      48.469     284.298
    5   11     342.3     9.43074     48.4553     284.414
    5   11     342.4     9.42848     48.4416      284.53
    5   11     342.5     9.42623     48.4279     284.646
    5   11     342.6     9.42397     48.4142     284.762
    5   11     342.7     9.42172     48.4005     284.878
    5   11     342.8     9.41946     48.3868     284.994
    5   11     342.9     9.41721     48.3732      285.11
    5   11       343     9.41496     48.3595     285.226
    5   11     343.1     9.41271     48.3459     285.341
    5   11     343.2     9.41046     48.3323     285.457
    5   11     343.3     9.40821     48.3186     285.573
    5   11     343.4     9.40597      48.305     285.689
    5   11     343.5     9.40372     48.2914     285.805
    5   11     343.6     9.40148     48.2778     285.921
    5   11     343.7     9.39924     48.2642     286.037
    5   11     343.8     9.39699     48.2507     286.152
    5   11     343.9     9.39475     48.2371     286.268
    5   11       344     9.39251     48.2235     286.384
    5   11     344.1     9.39028       48.21       286.5
    5   11     344.2     9.38804     48.1965     286.615
    5   11     344.3     9.38581     48.1829     286.731
    5   11     344.4     9.38357     48.1694     286.847
    5   11     344.5     9.38134     48.1559     286.963
    5   11     344.6     9.37911     48.1424     287.078
    5   11     344.7     9.37688     48.1289     287.194
    5   11     344.8     9.37465     48.1154      287.31
    5   11     344.9     9.37242      48.102     287.426
    5   11       345     9.37019     48.0885     287.541
    5   11     345.1     9.36797     48.0751     287.657
    5   11     345.2     9.36574     48.0616     287.773
    5   11     345.3     9.36352     48.0482     287.888
    5   11     345.4      9.3613     48.0347     288.004
    5   11     345.5     9.35908     48.0213      288.12
    5   11     345.6     9.35686     48.0079     288.235
    5   11     345.7     9.35464     47.9945     288.351
    5   11     345.8     9.35242     47.9811     288.466
    5   11     345.9     9.35021     47.9678     288.582
    5   11       346     9.34799     47.9544     288.698
    5   11     346.1     9.34578      47.941     288.813
    5   11     346.2     9.34356     47.9277     288.929
    5   11     346.3     9.34135     47.9143     289.044
    5   11     346.4     9.33914      47.901      289.16
    5   11     346.5     9.33693     47.8877     289.275
    5   11     346.6     9.33473     47.8743     289.391
    5   11     346.7     9.33252      47.861     289.506
    5   11     346.8     9.33032     47.8477     289.622
    5   11     346.9     9.32811     47.8344     289.737
    5   11       347     9.32591     47.8212     289.853
    5   11     347.1     9.32371     47.8079     289.968
    5   11     347.2     9.32151     47.7946     290.084
    5   11     347.3     9.31931     47.7814     290.199
    5   11     347.4     9.31711     47.7681     290.315
    5   11     347.5     9.31491     47.7549      290.43
    5   11     347.6     9.31272     47.7417     290.546
    5   11     347.7     9.31052     47.7285     290.661
    5   11     347.8     9.30833     47.7152     290.776
    5   11     347.9     9.30614      47.702     290.892
    5   11       348     9.30395     47.6889     291.007
    5   11     348.1     9.30176     47.6757     291.123
    5   11     348.2     9.29957     47.6625     291.238
    5   11     348.3     9.29738     47.6493     291.353
    5   11     348.4     9.29519     47.6362     291.469
    5   11     348.5     9.29301      47.623     291.584
    5   11     348.6     9.29082     47.6099     291.699
    5   11     348.7     9.28864     47.5968     291.815
    5   11     348.8     9.28646     47.5836      291.93
    5   11     348.9     9.28428     47.5705     292.045
    5   11       349      9.2821     47.5574      292.16
    5   11     349.1     9.27992     47.5443     292.276
    5   11     349.2     9.27774     47.5312     292.391
    5   11     349.3     9.27557     47.5182     292.506
    5   11     349.4     9.27339     47.5051     292.622
    5   11     349.5     9.27122      47.492     292.737
    5   11     349.6     9.26905      47.479     292.852
    5   11     349.7     9.26688     47.4659     292.967
    5   11     349.8     9.26471     47.4529     293.082
    5   11     349.9     9.26254     47.4399     293.198
    5   11       350     9.26037     47.4269     293.313
    5   11     350.1      9.2582     47.4139     293.428
    5   11     350.2     9.25604     47.4009     293.543
    5   11     350.3     9.25388     47.3879     293.658
    5   11     350.4     9.25171     47.3749     293.773
    5   11     350.5     9.24955     47.3619     293.889
    5   11     350.6     9.24739      47.349     294.004
    5   11     350.7     9.24523      47.336     294.119
    5   11     350.8     9.24307     47.3231     294.234
    5   11     350.9     9.24091     47.3101     294.349
    5   11       351     9.23876     47.2972     294.464
    5   11     351.1      9.2366     47.2843     294.579
    5   11     351.2     9.23445     47.2714     294.694
    5   11     351.3      9.2323     47.2585     294.809
    5   11     351.4     9.23015     47.2456     294.924
    5   11     351.5       9.228     47.2327     295.039
    5   11     351.6     9.22585     47.2198     295.154
    5   11     351.7      9.2237     47.2069     295.269
    5   11     351.8     9.22155     47.1941     295.384
    5   11     351.9     9.21941     47.1812     295.499
    5   11       352     9.21726     47.1684     295.614
    5   11     352.1     9.21512     47.1555     295.729
    5   11     352.2     9.21297     47.1427     295.844
    5   11     352.3     9.21083     47.1299     295.959
    5   11     352.4     9.20869     47.1171     296.074
    5   11     352.5     9.20655     47.1043     296.189
    5   11     352.6     9.20442     47.0915     296.304
    5   11     352.7     9.20228     47.0787     296.419
    5   11     352.8     9.20014     47.0659     296.534
    5   11     352.9     9.19801     47.0532     296.649
    5   11       353     9.19588     47.0404     296.764
    5   11     353.1     9.19374     47.0277     296.879
    5   11     353.2     9.19161     47.0149     296.993
    5   11     353.3     9.18948     47.0022     297.108
    5   11     353.4     9.18736     46.9895     297.223
    5   11     353.5     9.18523     46.9767     297.338
    5   11     353.6      9.1831      46.964     297.453
    5   11     353.7     9.18098     46.9513     297.568
    5   11     353.8     9.17885     46.9386     297.683
    5   11     353.9     9.17673      46.926     297.797
    5   11       354     9.17461     46.9133     297.912
    5   11     354.1     9.17249     46.9006     298.027
