*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
3         5     387.774   409.586   430.599   2.00058   2.13191   1.82418   239.837   510.781    62.327   384.056   392.567   404.044   415.521   426.612   436.155
3         6     401.413   423.323   444.324   1.82847   1.92709   1.81772   236.028   270.524   33.4458    397.99   405.985    419.01   429.714    441.32   451.121
3         7     395.395   417.981   439.112    2.1543   1.88888   1.87575    625.74   181.624   30.7737   390.311   401.531   413.653   423.067   435.704   444.603
3         8     392.922   414.968   436.017   2.20628   2.08137   2.01751   89.4331   102.053   20.9039   389.087   399.017    411.01    420.94   432.933    443.25
3         9     387.359   409.694   430.755   1.99876   1.95341   1.91606   485.683   447.038   74.4322   383.214    392.37   405.008   415.582   427.447   436.345
3        10     402.478   424.636   445.792   2.03861   1.99102   1.88598   486.623   407.372   24.7046   398.279   409.499   419.944   430.648   442.512    450.25
3        11     393.396   415.415   436.019   2.01117   1.74772   1.74226   536.827   130.584   38.2469   388.605   399.954   412.076   420.071    432.58   442.252
3        12     401.705   423.561   444.132   1.84704   1.77014   1.71094   376.375   245.371   91.4345   398.056   407.083   419.978   429.005   440.999   449.639
3        13     330.585   347.711   364.161   1.58647   1.55483   1.37866   464.763   337.678   32.5308   326.895   334.893   343.557   352.222   361.664    369.55
3        14     331.057   348.248    364.35   1.79121   1.61824   1.59592   861.713     504.7   56.5146    326.04   335.335     343.8   353.925   361.229   369.196
3        15     404.143   426.354    447.05   2.20097   1.89969   2.01655   951.049   206.997   46.9883   397.476   410.114   421.721   432.037   443.257   453.057
